review_priority,review_reason,review_batch,obj_candidate_count,itm_candidate_count,claim_id,article_id,title,date,url,claim_text,metric,metric_all,is_claim,population,prev_sentence,next_sentence,numbers,units,year,region,candidate_kosis_table,api_params,calculation,verifiable,org_id,tbl_id,obj_l1,itm_id,prd_se,reviewer_note,obj_l1_candidates,itm_id_candidates
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,0,C08975,1160,“돈 못 갚아요” 자영업자 저축은행 연체율 9년여 만에 최고치,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/2RJUSYPX5RFTPAAUAFTPTVJ5RM,이는 2015년 2분기(11.87%) 이후 9년 6개월 만에 가장 높은 수준이다.,비율·증감률,비율·증감률; 건수·개수; 날짜·시간,True,,31일 한국은행이 국회 기획재정위 박성훈 의원(국민의힘)과 행정안전위 양부남 의원(더불어민주당)에게 제출한 ‘개인사업자대출 세부 업권별 연체율’ 자료에 따르면 작년 4분기 말 저축은행 연체율(1개월 이상 연체 기준)은 11.7%로 집계됐다.,1년 전인 2023년 4분기(7.63%)보다도 4.07%포인트 높아졌다.,"[2015, 2, 11.87, 9, 6]","['년', '분', '%', '년', '개']",['2015'],[],"가구원 특성별 가장 의지가 되는 사람(tblId=DT_154001_2015_016); 배우자 선택 시 가장 중요하게 생각하는 요인(1순위, 2순위)(tblId=DT_154001_2015_024); 배우자 선택 시 가장 중요하게 생각하는 요인(1순위)(tblId=DT_154001_2015_025); 자녀양육의 가장 큰 어려움(tblId=DT_154001_2015_053); 자녀돌봄서비스가 가장 필요한 평일 시간대(tblId=DT_154001_2015_106)",,,판단불가,101,DT_1PB_1011,11,T10,Q,"[Claude 검토] 통계청 개인사업자 연체율 총괄 매칭, 2015년 2분기 비교 확인 가능",,
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,0,C08976,1160,“돈 못 갚아요” 자영업자 저축은행 연체율 9년여 만에 최고치,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/2RJUSYPX5RFTPAAUAFTPTVJ5RM,1년 전인 2023년 4분기(7.63%)보다도 4.07%포인트 높아졌다.,비율·증감률,비율·증감률; 날짜·시간,True,,이는 2015년 2분기(11.87%) 이후 9년 6개월 만에 가장 높은 수준이다.,여신전문금융사(카드사·캐피탈 등)에서 개인사업자대출 연체율(3.67%)도 2014년 2분기(3.69%) 이래 10년 6개월 만에 가장 높은 수준을 기록했다.,"[1, 2023, 4, 7.63, 4.07]","['년', '년', '분', '%', '%']",['2023'],[],주양육자의 만성질환 현재(최근 1년) 치료여부(tblId=DT_117074_2023_A006); 아동의 지난 1년 동안의 무단결석 및 가출경험(9-17세)(tblId=DT_117074_2023_A124); 최근 1년 동안 도움 경험(tblId=DT_154013_24AA002001); 최근 1년 동안 가구 월평균 소득(tblId=DT_154013_24AA002101); 최근 1년 동안 가구 월평균 생활비(tblId=DT_154013_24AA002102),,,판단불가,101,DT_1PB_1011,11,T10,Q,"[Claude 검토] 통계청 개인사업자 연체율 총괄 매칭, 2023년 4분기 비교 확인 가능",,
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,0,C08977,1160,“돈 못 갚아요” 자영업자 저축은행 연체율 9년여 만에 최고치,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/2RJUSYPX5RFTPAAUAFTPTVJ5RM,여신전문금융사(카드사·캐피탈 등)에서 개인사업자대출 연체율(3.67%)도 2014년 2분기(3.69%) 이래 10년 6개월 만에 가장 높은 수준을 기록했다.,비율·증감률,비율·증감률; 건수·개수; 날짜·시간,True,,1년 전인 2023년 4분기(7.63%)보다도 4.07%포인트 높아졌다.,개인사업자의 보험사 연체율(1.46%) 역시 2019년 2분기(1.48%) 이후 5년 6개월 내 최고점이다.,"[3.67, 2014, 2, 3.69, 10, 6]","['%', '년', '분', '%', '년', '개']",['2014'],[],"인터넷의 폭력 경험(사이버 공간(게시판 댓글, 채팅 등)에서 따돌림을 당함)(2013)(tblId=DT_ES40201N_086); 결혼이민자/귀화자 등이 지난 1년 동안 공공기관(동사무소, 경찰서 등)에서 차별 받은 정도(tblId=DT_MOGE_1001301058); 결혼이민자·귀화자 등의 공공기관(동사무소, 경찰서 등)에서 차별받은 정도(tblId=DT_117079_12BB002029); 사이버 비행행동을 가한 경험(온라인(인터넷, 카카오톡, SNS 등)에서 따돌리거나 괴롭히기)(tblId=DT_402002_2023U003); 사이버 비행행동을 가한 시기(사이버 공간(인터넷, 카카오톡, SNS 등)에서 따돌리거나 괴롭히기)(중복응답)(tblId=DT_402002_2023U009)",,,판단불가,101,DT_1PB_1011,11,T10,Q,"[Claude 검토] 통계청 개인사업자 연체율 총괄 매칭, 여신전문금융업권 세부 확인 필요",,
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,0,C08978,1160,“돈 못 갚아요” 자영업자 저축은행 연체율 9년여 만에 최고치,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/2RJUSYPX5RFTPAAUAFTPTVJ5RM,개인사업자의 보험사 연체율(1.46%) 역시 2019년 2분기(1.48%) 이후 5년 6개월 내 최고점이다.,비율·증감률,비율·증감률; 건수·개수; 날짜·시간,True,,여신전문금융사(카드사·캐피탈 등)에서 개인사업자대출 연체율(3.67%)도 2014년 2분기(3.69%) 이래 10년 6개월 만에 가장 높은 수준을 기록했다.,자영업 대출자 10명 가운데 6명은 3곳 이상에서 대출받아 더 이상 돌려막기조차 힘든 다중채무자로 잡힌다.,"[1.46, 2019, 2, 1.48, 5, 6]","['%', '년', '분', '%', '년', '개']",['2019'],[],개인사업자의 연체율 총괄(tblId=DT_1PB_1011); 개인사업자의 성별 대출 연체율(tblId=DT_1PB_1012); 개인사업자의 연령별 대출 연체율(tblId=DT_1PB_1013); 개인사업자의 산업분류별 대출 연체율(tblId=DT_1PB_1014); 개인사업자의 매출액별 대출 연체율(tblId=DT_1PB_1015),,,판단불가,101,DT_1PB_1011,11,T10,Q,"[Claude 검토] 통계청 개인사업자 연체율 총괄 매칭, 보험업권 세부 확인 필요",,
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,0,C09024,1164,생산·소비·투자 2달 만에 ‘트리플 증가’...설 연휴로 연초 경기 등락 커,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/7OFBJ6XSYZAL3MWER6FBINVWN4,"다만 건설 수주액은 전년 동월 대비 6.9% 감소해, 향후 건설업 경기에 대한 우려도 남겼다.",비율·증감률,비율·증감률,True,경기,직전 달인 1월 15.7% 감소했던 것에서 한 달 만에 크게 반등한 것이다.,"생산과 소비, 투자 세 축이 트리플 증가를 보이면서, 현재 경기 상황과 향후 경기에 대한 진단도 나란히 증가세를 보였다.",[6.9],['%'],[],['경기'],"현 거주지별/성별/통근통학지별 통근통학 인구(서울, 인천, 경기)(12세 이상)-시군구(tblId=DT_1PA2005); 현 거주지별/성별/통근통학지별 통근통학 인구(서울, 인천, 경기)(12세 이상)-시군구(tblId=DT_1PA1505); 현 거주지, 성 및 통근통학지별 통근통학 인구(서울, 인천, 경기)(12세 이상)-시군구(tblId=DT_1PA1006); 성/현거주지/통근통학지별 통근·통학 인구(서울,인천,경기-시군구)(tblId=DT_1T05131); 성/현거주지/통근학지별 통근·통학인구(서울,인천,경기)(12세(tblId=DT_1TOOO09)",,,판단불가,101,DT_1G1B045,0,T10,M,"[Claude 검토] 건설경기동향조사(건설수주액, 계절조정) 매치.",,
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,0,C19472,2562,"美 뉴욕 증시, 호실적과 양호한 경제지표에 상승세",2025-07-17,https://www.chosun.com/economy/money/2025/07/17/AMKB6DJNZ3P6EVACEPCWXPXPWM,6월 수입물가는 전월 대비 0.1% 오르며 시장 예상치 0.3% 상승을 밑돌았다.,무역지표,무역지표; 비율·증감률; 날짜·시간,True,,"이는 시장 전망치(0.1% 증가)를 웃도는 수치로, 소비 심리 회복세를 시사한다.",업종별로는 대부분이 상승하고 있다.,"[6, 0.1, 0.3]","['월', '%', '%']",[],[],,,,판단불가,301,DT_401Y015,13102134643ACC_CD.*AA,13103134643999,M,[Claude 검토] 수출입물가조사(수입물가지수) 매치. | 분류축이 2개라 obj_l2 이상 추가 필요할 수 있음: 통화계약구분코드별,,
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C00231,23,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,설비투자도 작년 10월(-5.9%)·11월(-1.6%) 등 2달 연속 감소했다.,비율·증감률,비율·증감률; 날짜·시간,True,,"지난달 30일 발표된 통계청의 ‘11월 산업활동동향’에 따르면, 생산은 작년 9월(-0.4%)·10월(-0.2%)·11월(-0.4%) 등 3개월 연속으로 전월 대비 감소했다.",특히 건축·토목 공사 실적을 뜻하는 건설기성은 작년 11월 0.2% 감소해 5월(-4.6%)부터 7개월 연속 마이너스 행진을 이어갔다.,"[10, 5.9, 11, 1.6]","['월', '%', '월', '%']",[],[],"작년 임금 근로활동 여부(tblId=DT_KWMP_2020136); 작년 월 평균 임금(세전, 인센티브 제외)(tblId=DT_KWMP_2020006); 작년 연간 평균 인센티브(세전)(tblId=DT_KWMP_2020007); 작년 매출액(tblId=DT_111014_A071); 작년 대비 지역 내 불법체류 외국인 고용 규모 변화(tblId=DT_111014_B099)",,,판단불가,101,DT_1F70011,C,T5,M,"[Claude 검토] 산업활동동향 설비투자지수 후보로 판단, org_id/tbl_id 채움 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,T3:원지수; T5:계절조정지수
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C03202,406,"설연휴 영향에 1월 수출, 16개월만에 마이너스...반도체는 건재",2025-02-01,https://www.chosun.com/economy/industry-company/2025/02/01/EJLSTEFHI5DIBDJ2EDKHVA5SYQ,다만 주요 시장으로의 일평균 수출은 중동을 제외한 8개 지역에서 플러스를 기록했다.,무역지표,무역지표; 건수·개수,True,,대미국 수출도 주요 수출 품목인 자동차·일반기계 수출이 줄면서 9.4% 감소한 93억 달러를 기록하는 등 전반적으로 감소세를 보였다.,"안덕근 산업부 장관은 “1월에는 장기 설 연휴로 인해 조업 일수가 감소하면서, 수출이 일시적으로 둔화됐다”며 “일평균 수출이 플러스 성장을 기록한 만큼 수출 모멘텀은 여전히 살아있다”고 했다.",[8],['개'],[],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)",,,판단불가,360,DT_1R11006_FRM101,13102103829E.00,13103103829T1,M,"[Claude 검토] 관세청 SITC 국가(지역)별 수출입 통계(월별) 매칭, 지역별 일평균 수출 증감 계산 필요 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,13103103829T1:수출액; 13103103829T2:수입액
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C04077,515,"원전, 18년 만에 석탄 꺾었다… 발전 비중 32.5%로 15년 만에 최고",2025-02-09,https://www.chosun.com/economy/industry-company/2025/02/09/ZYVH2YXIDBE7RJJTQO2LWJQMRY,"9일 전력거래소에 따르면 지난해 전력 거래량은 54만9387GWh(기가와트시)로, 이 중 32.5%인 17만8749GWh를 원자력으로 충당한 것으로 나타났다.",비율·증감률,비율·증감률; 날짜·시간,True,,지난해 신한울 2호기의 상업 가동을 시작하는 등 원전 이용률이 9년 만에 역대 최고를 기록하면서 원전이 국내 전력 생산에서 존재감을 다시 키우고 있다는 분석이 나온다.,"LNG(29.8%), 석탄(29.4%), 신재생(6.9%)이 뒤를 이었다.","[9, 32.5]","['일', '%']",[],[],지난해 어린이집 수 및 이용 아동수(tblId=TX_117_2013_H253); 용도별 전력 사용량(2001~2008)(tblId=TX_11001_A005); 전력 시설물 현황(tblId=DT_357001_LI005); 전철 전력 사용량 현황(tblId=DT_357001_MF00701); 일반 전력 사용량 현황(tblId=DT_357001_MF00702),,,판단불가,388,TX_38804_A005,15388AD000,16388AAW3,Y,"[Claude 검토] 전력거래량 중 원자력 비중(32.5%), 전력거래소 ""연료원별 전력거래량"" 표로 판단 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C04078,515,"원전, 18년 만에 석탄 꺾었다… 발전 비중 32.5%로 15년 만에 최고",2025-02-09,https://www.chosun.com/economy/industry-company/2025/02/09/ZYVH2YXIDBE7RJJTQO2LWJQMRY,"LNG(29.8%), 석탄(29.4%), 신재생(6.9%)이 뒤를 이었다.",비율·증감률,비율·증감률,True,,"9일 전력거래소에 따르면 지난해 전력 거래량은 54만9387GWh(기가와트시)로, 이 중 32.5%인 17만8749GWh를 원자력으로 충당한 것으로 나타났다.",원자력 비중은 34.8%를 기록했던 지난 2009년 이후 15년 만에 가장 높은 수준이다.,"[29.8, 29.4, 6.9]","['%', '%', '%']",[],[],"9.8.29 100대 생활밀접업종 가동 사업자 현황Ⅱ(연령, 업종)(tblId=DT_133001_9829); 14.3.29 가구유형별 근로자 근로·자녀장려금 지급 현황 II(총급여액,지급규모)[2015~](tblId=DT_133N_14329A); 10-29-1. 기초자치단체별 부과징수 현황-동두천시(도세)(tblId=TX_11007_A313); 10-29-2. 기초자치단체별 부과징수 현황-동두천시(시세)(tblId=TX_11007_A317)",,,판단불가,388,TX_38804_A005,15388AD000,T001,Y,"[Claude 검토] LNG/석탄/신재생 발전비중(C04077 연결), 동일 표로 판단 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C04079,515,"원전, 18년 만에 석탄 꺾었다… 발전 비중 32.5%로 15년 만에 최고",2025-02-09,https://www.chosun.com/economy/industry-company/2025/02/09/ZYVH2YXIDBE7RJJTQO2LWJQMRY,원자력 비중은 34.8%를 기록했던 지난 2009년 이후 15년 만에 가장 높은 수준이다.,비율·증감률,비율·증감률; 날짜·시간,True,,"LNG(29.8%), 석탄(29.4%), 신재생(6.9%)이 뒤를 이었다.",원자력이 석탄을 꺾고 ‘1위 발전원’이 된 것은 2006년 이후 18년 만이다.,"[34.8, 2009, 15]","['%', '년', '년']",['2009'],[],"임금체불 (지난 1년간, 15세 이상 인구)(tblId=DT_1SSLA100R); 신문 - 분야별 (지난 1개월간, 13세 이상 인구)(tblId=DT_1SSCL011R); 신문 (지난 1개월간, 13세 이상 인구)(tblId=DT_1SSCL010R); 책 형태별 독서 (지난 1년간, 복수응답, 13세 이상 인구)(tblId=DT_1SSCL021R); 평균 독서량 (지난 1년간, 복수응답, 13세 이상 인구)(tblId=DT_1SSCL022R)",,,판단불가,388,TX_38804_A005,15388AD000,T001,Y,"[Claude 검토] 원자력 비중 15년만 최고치(2009년 대비), 동일 표로 판단(장기 시계열) | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C04082,515,"원전, 18년 만에 석탄 꺾었다… 발전 비중 32.5%로 15년 만에 최고",2025-02-09,https://www.chosun.com/economy/industry-company/2025/02/09/ZYVH2YXIDBE7RJJTQO2LWJQMRY,"2009년 45.9%까지 늘어난 석탄 비중은 꾸준히 40%대를 유지해오다가, 44%를 기록한 2017년을 기점으로 꾸준히 비중이 줄기 시작했다.",비율·증감률,비율·증감률; 날짜·시간,True,,우리나라는 2007년부터 2023년까지 17년 동안 전력의 가장 많은 부분을 석탄에 의존해왔다.,석탄 비중이 본격적으로 줄어들기 시작한 2018년부터 빈자리는 LNG와 원자력 몫으로 채웠다.,"[2009, 45.9, 40, 44, 2017]","['년', '%', '%', '%', '년']","['2009', '2017']",[],"행정구역(시군구)별 농가수, 농가인구(tblId=DT_1E10B01); 전겸업별 농가수(tblId=DT_1E10B02); 경지규모별 농가수(tblId=DT_1E10B03); 논경영규모별 농가수(tblId=DT_1E10B04); 밭경영규모별 농가수(tblId=DT_1E10B05)",,,판단불가,388,TX_38804_A005,15388AD000,T001,Y,"[Claude 검토] 석탄 비중 추이(2009~2017), 동일 표로 판단 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C04084,515,"원전, 18년 만에 석탄 꺾었다… 발전 비중 32.5%로 15년 만에 최고",2025-02-09,https://www.chosun.com/economy/industry-company/2025/02/09/ZYVH2YXIDBE7RJJTQO2LWJQMRY,10~20%대에 머물던 LNG 발전 비중은 30%에 육박할 만큼 몸집을 키웠다.,비율·증감률,비율·증감률,True,,석탄 비중이 본격적으로 줄어들기 시작한 2018년부터 빈자리는 LNG와 원자력 몫으로 채웠다.,"2000년대 중반까지만 해도 40%대를 유지하며 주력 에너지원으로 자리매김했던 원전은, 문재인 정부 시절 탈원전 기간인 2018년 당시 23.7%까지 비중을 줄였다.","[20, 30]","['%', '%']",[],[],10-20-1. 기초자치단체별 부과징수 현황-포천시(도세)(tblId=TX_11007_A295); 10-20-2. 기초자치단체별 부과징수 현황-포천시(시세)(tblId=TX_11007_A296); 10-30-1. 기초자치단체별 부과징수 현황-과천시(도세)(tblId=TX_11007_A314); 10-30-2. 기초자치단체별 부과징수 현황-과천시(시세)(tblId=TX_11007_A318); 차별해 본 경험_10) 다문화 가정이라는 이유로 차별한 적이 있다(2016)(tblId=DT_ES2016_045_10),,,판단불가,388,TX_38804_A005,15388AD000,T001,Y,"[Claude 검토] LNG 발전비중 추이, 동일 표로 판단 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C04085,515,"원전, 18년 만에 석탄 꺾었다… 발전 비중 32.5%로 15년 만에 최고",2025-02-09,https://www.chosun.com/economy/industry-company/2025/02/09/ZYVH2YXIDBE7RJJTQO2LWJQMRY,"2000년대 중반까지만 해도 40%대를 유지하며 주력 에너지원으로 자리매김했던 원전은, 문재인 정부 시절 탈원전 기간인 2018년 당시 23.7%까지 비중을 줄였다.",비율·증감률,비율·증감률; 날짜·시간,True,,10~20%대에 머물던 LNG 발전 비중은 30%에 육박할 만큼 몸집을 키웠다.,"이후 꾸준히 상승세를 보이며 2022년부터는 다시 30%대에 진입, 지난해 32.5%로 15년 만에 최고 기록을 갈아치운 것이다.","[2000, 40, 2018, 23.7]","['년', '%', '년', '%']","['2000', '2018']",[],부모님(보호자)은 내가 식사를 못 해도 모른다(2013)(tblId=DT_ES40201N_065); 성에 대한 인식_성인과 성매매(원조교제)를 해도 무방하다(tblId=DT_MOGE_1540002440); 성과 관련된 태도_성인과 성매매(원조교제)를 해도 무방하다(2011)(tblId=DT_MOGE_1540002218); 성과 관련된 태도_성인과 성매매(원조교제)를 해도 무방하다(2008)(tblId=DT_MOGE_1540000499); 성과 관련된 태도_성인과 성매매(원조교제)를 해도 무방하다(2008)(tblId=DT_MOGE_1540000501),,,판단불가,388,TX_38804_A005,15388AD000,T001,Y,"[Claude 검토] 원전 비중 추이(2000년대~탈원전 기간), 동일 표로 판단 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C04086,515,"원전, 18년 만에 석탄 꺾었다… 발전 비중 32.5%로 15년 만에 최고",2025-02-09,https://www.chosun.com/economy/industry-company/2025/02/09/ZYVH2YXIDBE7RJJTQO2LWJQMRY,"이후 꾸준히 상승세를 보이며 2022년부터는 다시 30%대에 진입, 지난해 32.5%로 15년 만에 최고 기록을 갈아치운 것이다.",비율·증감률,비율·증감률; 날짜·시간,True,,"2000년대 중반까지만 해도 40%대를 유지하며 주력 에너지원으로 자리매김했던 원전은, 문재인 정부 시절 탈원전 기간인 2018년 당시 23.7%까지 비중을 줄였다.",이같이 원전이 지난해 가장 높은 비중을 차지하게 된 데는 원전 생태계가 다시 회복되기 시작한 영향이 컸다.,"[2022, 30, 32.5, 15]","['년', '%', '%', '년']",['2022'],[],"부모 생존 및 동거여부(가구주)(tblId=DT_1SSFA011R); 부모 생존 및 동거여부(배우자)(tblId=DT_1SSFA012R); 부모 생존 및 동거여부 (가구주, 배우자)(tblId=DT_1SSFA015R); 부모 생존, 동거 여부 및 부모의 동거자(가구주)(tblId=DT_1SSFA013R); 부모 생존, 동거 여부 및 부모의 동거자(배우자)(tblId=DT_1SSFA014R)",,,판단불가,388,TX_38804_A005,15388AD000,T001,Y,"[Claude 검토] 원자력 비중 상승세(2022년 이후), 동일 표로 판단 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C04198,532,"원전, 석탄 꺾고 18년 만에 ‘발전 비율’ 1위",2025-02-10,https://www.chosun.com/economy/industry-company/2025/02/10/OLLECY4REVCNDFJXMKUAYNUNVU,6 지난해 국내 전력 거래에서 원전이 차지하는 비율이 15년 만에 가장 높은 32.5%를 나타냈다.,비율·증감률,비율·증감률; 날짜·시간,True,,,우리 국민이 100의 전기를 썼다면 그중 32.5가 원전이 만든 전기였다는 의미다.,"[15, 32.5]","['년', '%']",[],[],[디자인교육기관-교수]취업률이 가장 높은 국내 디자인 분야(2007)(tblId=TX_115_2009_H7053); [디자인교육기관-교수]취업률이 가장 높은 국내 디자인 분야-제품디자인(2007)(tblId=TX_115_2009_H7054); [디자인교육기관-교수]취업률이 가장 높은 국내 디자인 분야-시각디자인(2007)(tblId=TX_115_2009_H7055); [디자인교육기관-교수]취업률이 가장 높은 국내 디자인 분야-환경(인테리어)디자인(2007)(tblId=TX_115_2009_H7056); [디자인교육기관-교수]취업률이 가장 높은 국내 디자인 분야-섬유디자인(2007)(tblId=TX_115_2009_H7057),,,판단불가,388,TX_38804_A005,15388AD000,T001,Y,"[Claude 검토] 전력거래 중 원전 비율 15년만 최고(32.5%), 전력거래소 연료원별 전력거래량 표로 판단 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C04201,532,"원전, 석탄 꺾고 18년 만에 ‘발전 비율’ 1위",2025-02-10,https://www.chosun.com/economy/industry-company/2025/02/10/OLLECY4REVCNDFJXMKUAYNUNVU,"9일 전력거래소 전력통계정보시스템에 따르면 지난해 원전 전력 거래량은 17만8749GWh(기가와트시)로, 전체 전력 거래(54만9387GWh)의 32.5%를 차지한 것으로 나타났다.",비율·증감률,비율·증감률; 날짜·시간,True,,탈석탄 흐름에 따라 석탄 발전은 2021년 이후 꾸준히 축소되고 있다.,"LNG(29.8%), 석탄(29.4%), 신재생(6.9%)이 그 뒤를 이었다.","[9, 32.5]","['일', '%']",[],[],지난해 어린이집 수 및 이용 아동수(tblId=TX_117_2013_H253); 용도별 전력 사용량(2001~2008)(tblId=TX_11001_A005); 전력 시설물 현황(tblId=DT_357001_LI005); 전철 전력 사용량 현황(tblId=DT_357001_MF00701); 일반 전력 사용량 현황(tblId=DT_357001_MF00702),,,판단불가,388,TX_38804_A005,15388AD000,16388AAW3,Y,"[Claude 검토] 원전 전력거래량 및 전체 대비 비중, 동일 표로 판단 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C04202,532,"원전, 석탄 꺾고 18년 만에 ‘발전 비율’ 1위",2025-02-10,https://www.chosun.com/economy/industry-company/2025/02/10/OLLECY4REVCNDFJXMKUAYNUNVU,"LNG(29.8%), 석탄(29.4%), 신재생(6.9%)이 그 뒤를 이었다.",비율·증감률,비율·증감률,True,,"9일 전력거래소 전력통계정보시스템에 따르면 지난해 원전 전력 거래량은 17만8749GWh(기가와트시)로, 전체 전력 거래(54만9387GWh)의 32.5%를 차지한 것으로 나타났다.","원전 비율은 문재인 정부 시절 탈원전 정책으로 2018년에는 23.7%까지 줄었지만, 이후 계속 회복세를 보이며 2009년(34.8%) 이후 최고 수준까지 돌아왔다.","[29.8, 29.4, 6.9]","['%', '%', '%']",[],[],"9.8.29 100대 생활밀접업종 가동 사업자 현황Ⅱ(연령, 업종)(tblId=DT_133001_9829); 14.3.29 가구유형별 근로자 근로·자녀장려금 지급 현황 II(총급여액,지급규모)[2015~](tblId=DT_133N_14329A); 10-29-1. 기초자치단체별 부과징수 현황-동두천시(도세)(tblId=TX_11007_A313); 10-29-2. 기초자치단체별 부과징수 현황-동두천시(시세)(tblId=TX_11007_A317)",,,판단불가,388,TX_38804_A005,15388AD000,T001,Y,"[Claude 검토] LNG/석탄/신재생 비중(C04201 연결), 동일 표로 판단 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C04203,532,"원전, 석탄 꺾고 18년 만에 ‘발전 비율’ 1위",2025-02-10,https://www.chosun.com/economy/industry-company/2025/02/10/OLLECY4REVCNDFJXMKUAYNUNVU,"원전 비율은 문재인 정부 시절 탈원전 정책으로 2018년에는 23.7%까지 줄었지만, 이후 계속 회복세를 보이며 2009년(34.8%) 이후 최고 수준까지 돌아왔다.",비율·증감률,비율·증감률; 날짜·시간,True,,"LNG(29.8%), 석탄(29.4%), 신재생(6.9%)이 그 뒤를 이었다.",전력 거래량은 한전이 발전 자회사와 민간 발전 업체 등에서 사들이는 전력량을 말한다.,"[2018, 23.7, 2009, 34.8]","['년', '%', '년', '%']","['2018', '2009']",[],다문화가족의 정부 지원 수혜율(tblId=DT_117079_12AA001005); 구직자의 정부 비용 부담 직업 능력 개발 훈련 참여 경험(tblId=DT_154021_22AA003300); 개인정보보호를 위해 우선적으로 필요한 정부 정책 (복수응답)(tblId=DT_179001_2024A064); 개인정보보호를 위해 우선적으로 필요한 정부 정책 (복수응답)(tblId=DT_179001_2024B071); 개인정보보호를 위해 우선되어야 할 정부 정책 (1순위)(tblId=DT_179001_2024C043),,,판단불가,388,TX_38804_A005,15388AD000,T001,Y,"[Claude 검토] 원전 비율 추이(탈원전~회복), 동일 표로 판단(장기 시계열) | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율
