claim_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,is_claim,is_claim_reason,is_claim_confidence,is_claim_method,extraction_model,prompt_version,extracted_at
A2698-C043,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,Backward Skip 10s Play Video Pause Video Forward Skip 10s,Text Color White Black Red Green Blue Yellow Magenta Cyan Transparency Opaque Semi-Transparent Background Color Black White Red Green Blue Yellow Magenta Cyan Transparency Opaque Semi-Transparent Transparent Window Color Black White Red Green Blue Yellow Magenta Cyan Transparency Transparent Semi-Transparent Opaque Font Size 50% 75% 100% 125% 150% 175% 200% 300% 400% Text Edge Style None Raised Depressed Uniform Dropshadow Font Family Proportional Sans-Serif Monospace Sans-Serif Proportional Serif Monospace Serif Casual Script Small Caps Reset restore all settings to the default values Done Close Modal Dialog End of dialog window.,,False,"현재 문장은 비디오 재생 관련 명령어로, 수치나 통계적 변화를 주장하는 내용이 아닙니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2699-C001,A2699,[인사] 국가데이터처,2025-11-09,https://biz.chosun.com/notice/appointment/2025/11/09/BFALMDNKNNAMJE2EAEOIL7P36Y/,"실시간 뉴스 10분 전 [사이언스샷] ""인간은 또 다른 원숭이"" 동물학자 데스먼드 모리스 별세 16분 전 티아고·이승우부터 조위제까지 '융단폭격' 예고...인천 '후반전 집중력 저하' 극복할까 [오!쎈 프리뷰] 17분 전 유안타證 ""KT&G, 실적·주당가치 모두 오른다…목표가↑"" 18분 전 '와' 류현진 제치고 1위!",,"드래프트 초대도 못 받았는데 韓 평정 실화냐...1선발 같은 5선발, 당차게 외쳤다 ""올해 10승 한다"" 32분 전 '토트넘 큰일났다' 웨스트햄, C.팰리스 원정서 0-0 무승부...승점 1점 추가하며 토트넘과 2점 차 유지 33분 전 폰세급 맞네! '체인지업과 스위퍼' 韓 45년 최초 20이닝 무실점 대기록 비결…오타니부터 시작됐다 37분 전 다카이치, 야스쿠니 신사에 공물 봉납…",False,"현재 문장은 스포츠 및 연예 관련 소식으로, KOSIS 국가통계포털에서 다루는 통계와는 관련이 없습니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2699-C002,A2699,[인사] 국가데이터처,2025-11-09,https://biz.chosun.com/notice/appointment/2025/11/09/BFALMDNKNNAMJE2EAEOIL7P36Y/,"드래프트 초대도 못 받았는데 韓 평정 실화냐...1선발 같은 5선발, 당차게 외쳤다 ""올해 10승 한다"" 32분 전 '토트넘 큰일났다' 웨스트햄, C.팰리스 원정서 0-0 무승부...승점 1점 추가하며 토트넘과 2점 차 유지 33분 전 폰세급 맞네! '체인지업과 스위퍼' 韓 45년 최초 20이닝 무실점 대기록 비결…오타니부터 시작됐다 37분 전 다카이치, 야스쿠니 신사에 공물 봉납…","실시간 뉴스 10분 전 [사이언스샷] ""인간은 또 다른 원숭이"" 동물학자 데스먼드 모리스 별세 16분 전 티아고·이승우부터 조위제까지 '융단폭격' 예고...인천 '후반전 집중력 저하' 극복할까 [오!쎈 프리뷰] 17분 전 유안타證 ""KT&G, 실적·주당가치 모두 오른다…목표가↑"" 18분 전 '와' 류현진 제치고 1위!","참배는 보류할 듯 39분 전 젠니혼주류, 2026 대한민국주류대상 사케·와인 부문 14종 대상 40분 전 조은술세종 '아이엠더문', 2026 대한민국주류대상 대상 41분 전 공사사양조 '삭 블랙 50′, 2026 대한민국주류대상 대상",False,"현재 문장은 선수의 목표나 다짐에 대한 내용으로, 수치나 통계적인 변화를 주장하는 내용이 아닙니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2699-C003,A2699,[인사] 국가데이터처,2025-11-09,https://biz.chosun.com/notice/appointment/2025/11/09/BFALMDNKNNAMJE2EAEOIL7P36Y/,"참배는 보류할 듯 39분 전 젠니혼주류, 2026 대한민국주류대상 사케·와인 부문 14종 대상 40분 전 조은술세종 '아이엠더문', 2026 대한민국주류대상 대상 41분 전 공사사양조 '삭 블랙 50′, 2026 대한민국주류대상 대상","드래프트 초대도 못 받았는데 韓 평정 실화냐...1선발 같은 5선발, 당차게 외쳤다 ""올해 10승 한다"" 32분 전 '토트넘 큰일났다' 웨스트햄, C.팰리스 원정서 0-0 무승부...승점 1점 추가하며 토트넘과 2점 차 유지 33분 전 폰세급 맞네! '체인지업과 스위퍼' 韓 45년 최초 20이닝 무실점 대기록 비결…오타니부터 시작됐다 37분 전 다카이치, 야스쿠니 신사에 공물 봉납…",,False,"젠니혼주류, 조은술세종, 공사사양조가 수상한 2026 대한민국주류대상 관련 정보는 특정 기업의 성과이므로 KOSIS에서 검증 가능한 국내 집계 통계가 아닙니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C001,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,올해 3분기 수출액 상위 10대 기업의 무역집중도가 40%로 역대 최고치를 기록했다.,,반도체 수출 호황으로 대기업 실적이 크게 개선되면서 수출이 소수 대기업에 집중되는 현상이 심화되고 있다.,True,"문장에서 언급된 '올해 3분기 수출액 상위 10대 기업의 무역집중도가 40%로 역대 최고치 기록'이라는 내용은 특정 시점에서의 경제 활동 및 산업 동향에 대한 구체적인 수치 정보를 포함하고 있으며, 이는 국가 통계 자료로서 KOSIS에서 관련 데이터를 통해 검증할 수 있을 것으로 보인다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C002,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,반도체 수출 호황으로 대기업 실적이 크게 개선되면서 수출이 소수 대기업에 집중되는 현상이 심화되고 있다.,올해 3분기 수출액 상위 10대 기업의 무역집중도가 40%로 역대 최고치를 기록했다.,전체 수출이 늘어도 중소·중견기업이 체감하는 효과는 제한적이어서 수출 증가세가 경제 전반의 활력으로 이어지지 못하고 있다는 지적이 나온다.,True,"현재 문장은 반도체 수출 호황으로 대기업 실적이 개선되고 있으며, 이로 인해 수출이 소수 대기업에 집중된다는 내용을 포함하고 있습니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C003,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,전체 수출이 늘어도 중소·중견기업이 체감하는 효과는 제한적이어서 수출 증가세가 경제 전반의 활력으로 이어지지 못하고 있다는 지적이 나온다.,반도체 수출 호황으로 대기업 실적이 크게 개선되면서 수출이 소수 대기업에 집중되는 현상이 심화되고 있다.,"국가데이터처가 10일 발표한 ’2025년 3분기 기업특성별 무역통계’에 따르면, 3분기 수출액 상위 10개 기업의 무역집중도는 40.0%로 지난해 3분기(37.4%)보다 2.6%포인트 상승했다.",True,"현재 문장은 중소기업 및 중견기업의 수출 효과가 경제 전반에 미치는 영향에 대한 지적을 포함하며, 이는 국내 경제 활동과 관련된 통계적인 분석이므로 KOSIS를 통해 검증될 수 있는 내용이다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C004,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,"국가데이터처가 10일 발표한 ’2025년 3분기 기업특성별 무역통계’에 따르면, 3분기 수출액 상위 10개 기업의 무역집중도는 40.0%로 지난해 3분기(37.4%)보다 2.6%포인트 상승했다.",전체 수출이 늘어도 중소·중견기업이 체감하는 효과는 제한적이어서 수출 증가세가 경제 전반의 활력으로 이어지지 못하고 있다는 지적이 나온다.,이는 2015년 기업 특성별 분기 통계 작성 이래 가장 높은 수치다.,True,"문장에서 '3분기 수출액 상위 10개 기업의 무역집중도가 지난해 3분기 대비 상승했다'라는 구체적인 통계적 변화를 언급하고 있으며, 이 정보는 KOSIS를 통해 검증 가능하다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C005,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,이는 2015년 기업 특성별 분기 통계 작성 이래 가장 높은 수치다.,"국가데이터처가 10일 발표한 ’2025년 3분기 기업특성별 무역통계’에 따르면, 3분기 수출액 상위 10개 기업의 무역집중도는 40.0%로 지난해 3분기(37.4%)보다 2.6%포인트 상승했다.",삼성전자·SK하이닉스 등 반도체 기업과 현대차·LG 등 상위 10개 기업이 전체 수출의 40%를 차지한 셈이다.,True,"현재 문장은 '기업 특성별 분기 통계 작성 이래 가장 높은 수치'라는 표현을 통해 특정한 통계적 변화를 주장하고 있으며, 이 정보는 KOSIS 등의 공식 통계를 통해 검증될 수 있다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C006,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,삼성전자·SK하이닉스 등 반도체 기업과 현대차·LG 등 상위 10개 기업이 전체 수출의 40%를 차지한 셈이다.,이는 2015년 기업 특성별 분기 통계 작성 이래 가장 높은 수치다.,반면 상위 100대 기업의 무역집중도는 67.6%로 0.2%포인트 하락했다.,True,"현재 문장은 삼성전자와 SK하이닉스 등 반도체 기업 및 현대차, LG 등 상위 10개 기업이 전체 수출의 40%를 차지한다는 내용을 포함하며, 이는 국내 경제 관련 통계로서 KOSIS에서 해당 통계를 찾아볼 수 있을 것으로 판단됩니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C007,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,반면 상위 100대 기업의 무역집중도는 67.6%로 0.2%포인트 하락했다.,삼성전자·SK하이닉스 등 반도체 기업과 현대차·LG 등 상위 10개 기업이 전체 수출의 40%를 차지한 셈이다.,톱10 기업과 그 다음 90개 기업 간 수출 격차가 벌어지면서 대기업 내에서도 양극화가 진행되는 것으로 풀이된다.,True,"현재 문장은 상위 100대 기업의 무역집중도가 0.2%포인트 하락했다는 내용을 포함하며, 이는 국내 경제 및 산업 관련 통계로서 KOSIS에서 해당 데이터를 찾아 대조할 수 있는 내용입니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C008,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,톱10 기업과 그 다음 90개 기업 간 수출 격차가 벌어지면서 대기업 내에서도 양극화가 진행되는 것으로 풀이된다.,반면 상위 100대 기업의 무역집중도는 67.6%로 0.2%포인트 하락했다.,◇중소·중견 비중은 제자리…온기 못 느껴 기업 규모별로 보면 대기업 수출액은 1223억달러(약 178조원)로 5.1% 증가하며 분기 기준 역대 최대 실적을 달성했다.,True,문장에서 '톱10 기업과 그 다음 90개 기업 간 수출 격차가 벌어지면서 대기업 내에서도 양극화가 진행된다'는 내용은 대기업 간의 수출 차이를 나타내며 이는 국가통계포털(KOSIS)에서 관련 통계를 통해 검증할 수 있는 내용이다.,high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C009,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,◇중소·중견 비중은 제자리…온기 못 느껴 기업 규모별로 보면 대기업 수출액은 1223억달러(약 178조원)로 5.1% 증가하며 분기 기준 역대 최대 실적을 달성했다.,톱10 기업과 그 다음 90개 기업 간 수출 격차가 벌어지면서 대기업 내에서도 양극화가 진행되는 것으로 풀이된다.,중견기업도 323억달러(약 47조원)로 7.0% 늘어 분기 최고치를 기록했다.,True,"현재 문장은 대기업 및 중견기업의 수출액 증가를 언급하고 있으며, 이는 국가통계포털(KOSIS)에서 관련 통계를 통해 검증할 수 있는 내용이다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C010,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,중견기업도 323억달러(약 47조원)로 7.0% 늘어 분기 최고치를 기록했다.,◇중소·중견 비중은 제자리…온기 못 느껴 기업 규모별로 보면 대기업 수출액은 1223억달러(약 178조원)로 5.1% 증가하며 분기 기준 역대 최대 실적을 달성했다.,중소기업은 298억달러(약 43조원)로 11.9% 증가했다.,True,"현재 문장은 중견기업의 수출액이 7.0% 증가하여 분기 최고치를 기록했다는 내용을 포함하고 있으며, 이는 KOSIS 국가통계포털에서 관련 통계를 통해 검증할 수 있는 내용이다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C011,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,중소기업은 298억달러(약 43조원)로 11.9% 증가했다.,중견기업도 323억달러(약 47조원)로 7.0% 늘어 분기 최고치를 기록했다.,"전체 수출에서 차지하는 비중을 보면, 대기업이 전체 수출의 66.1%를 차지하며 지난해 3분기(67.0%)와 비슷한 수준을 유지했다.",True,현재 문장은 중소기업의 수출액이 298억 달러로 11.9% 증가했다고 주장합니다.,high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C012,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,"전체 수출에서 차지하는 비중을 보면, 대기업이 전체 수출의 66.1%를 차지하며 지난해 3분기(67.0%)와 비슷한 수준을 유지했다.",중소기업은 298억달러(약 43조원)로 11.9% 증가했다.,중견기업(17.5%)과 중소기업(16.1%) 비중도 거의 변하지 않았다.,True,"현재 문장은 전체 수출에서 대기업이 차지하는 비중이 지난해 3분기와 비슷하다는 내용을 포함하고 있으며, 이는 국가통계포털(KOSIS)에서 관련 통계를 통해 검증할 수 있는 내용이다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C013,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,중견기업(17.5%)과 중소기업(16.1%) 비중도 거의 변하지 않았다.,"전체 수출에서 차지하는 비중을 보면, 대기업이 전체 수출의 66.1%를 차지하며 지난해 3분기(67.0%)와 비슷한 수준을 유지했다.","수출 기업 수가 6만9808개로 4.5% 늘었지만, 대다수 기업들이 체감하는 수출 증가 효과는 미미한 것이다.",True,"현재 문장은 중견기업과 중소기업의 수출 비중이 거의 변하지 않았다는 내용을 포함하고 있으며, 이는 국내 경제 및 산업 관련 통계로서 KOSIS에서 확인 가능한 정보일 가능성이 높습니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C014,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,"수출 기업 수가 6만9808개로 4.5% 늘었지만, 대다수 기업들이 체감하는 수출 증가 효과는 미미한 것이다.",중견기업(17.5%)과 중소기업(16.1%) 비중도 거의 변하지 않았다.,한 중견기업 관계자는 “반도체 호황 소식은 뉴스에서만 보이지 우리 같은 중견기업들은 원자재 가격 상승과 환율 변동으로 마진이 더 악화됐다”며 “대기업 실적이 좋다고 해서 전체 경제가 좋아진 것처럼 보이는 건 착시”라고 말했다.,True,현재 문장은 수출 기업 수가 증가한 것에 비해 대다수 기업들이 체감하는 수출 증가 효과가 미미하다는 내용을 담고 있습니다. 이는 수출 기업의 수와 실제 수출 효과를 비교하여 통계적인 변화를 언급하고 있기 때문에 KOSIS를 통해 검증할 수 있는 내용입니다.,high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C015,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,한 중견기업 관계자는 “반도체 호황 소식은 뉴스에서만 보이지 우리 같은 중견기업들은 원자재 가격 상승과 환율 변동으로 마진이 더 악화됐다”며 “대기업 실적이 좋다고 해서 전체 경제가 좋아진 것처럼 보이는 건 착시”라고 말했다.,"수출 기업 수가 6만9808개로 4.5% 늘었지만, 대다수 기업들이 체감하는 수출 증가 효과는 미미한 것이다.","◇반도체 호황, 내수로 안 퍼져 재화 성질별로 보면 반도체와 자동차, 디스플레이, 유·무선 통신기기 등으로 대표되는 자본재 수출은 1110억달러로 11.2% 증가하며 8개 분기 연속 상승세를 기록했다.",False,"현재 문장은 대기업 실적과 전체 경제 상황에 대한 주관적인 의견을 표현하고 있으며, 구체적인 수치나 통계적 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C016,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,"◇반도체 호황, 내수로 안 퍼져 재화 성질별로 보면 반도체와 자동차, 디스플레이, 유·무선 통신기기 등으로 대표되는 자본재 수출은 1110억달러로 11.2% 증가하며 8개 분기 연속 상승세를 기록했다.",한 중견기업 관계자는 “반도체 호황 소식은 뉴스에서만 보이지 우리 같은 중견기업들은 원자재 가격 상승과 환율 변동으로 마진이 더 악화됐다”며 “대기업 실적이 좋다고 해서 전체 경제가 좋아진 것처럼 보이는 건 착시”라고 말했다.,자본재 중에서도 반도체 등 IT부품이 511억달러로 24.3% 급증했다.,True,"현재 문장은 반도체 및 관련 제품의 자본재 수출이 증가한 수치적인 정보를 포함하고 있으며, 이는 국가통계포털(KOSIS)에서 해당 기간 동안의 수출 데이터를 통해 검증할 수 있는 내용이다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C017,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,자본재 중에서도 반도체 등 IT부품이 511억달러로 24.3% 급증했다.,"◇반도체 호황, 내수로 안 퍼져 재화 성질별로 보면 반도체와 자동차, 디스플레이, 유·무선 통신기기 등으로 대표되는 자본재 수출은 1110억달러로 11.2% 증가하며 8개 분기 연속 상승세를 기록했다.",문제는 이런 수출 호황이 국내 경제 전반으로 파급되지 않는다는 점이다.,True,자본재 중 반도체 등 IT 부품의 수출액이 511억 달러로 24.3% 급증했다는 내용은 특정한 시점에서의 경제적 변화를 나타내는 수치 정보이므로 KOSIS 통계표로 검증할 수 있다.,high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C018,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,문제는 이런 수출 호황이 국내 경제 전반으로 파급되지 않는다는 점이다.,자본재 중에서도 반도체 등 IT부품이 511억달러로 24.3% 급증했다.,"대기업의 경우 자본재 수출이 773억달러로 12.2% 증가했지만, 원자재(-5.1%)와 소비재(-5.4%)는 감소했다.",False,"현재 문장은 수출 호황이 국내 경제 전반에 영향을 미치지 않는다는 일반적인 의견을 표현하고 있으며, 이는 특정한 수치나 통계적 변화를 주장하는 것이 아닙니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C019,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,"대기업의 경우 자본재 수출이 773억달러로 12.2% 증가했지만, 원자재(-5.1%)와 소비재(-5.4%)는 감소했다.",문제는 이런 수출 호황이 국내 경제 전반으로 파급되지 않는다는 점이다.,"중견기업과 중소기업은 자본재, 소비재, 원자재 모두 증가했지만 절대 금액은 대기업에 비해 크게 작았다.",True,"현재 문장은 대기업의 자본재, 원자재 및 소비재의 수출 변화에 대한 구체적인 수치를 포함하고 있으며, 이는 국가통계포털(KOSIS)에서 관련 통계를 통해 검증할 수 있는 내용이다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C020,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,"중견기업과 중소기업은 자본재, 소비재, 원자재 모두 증가했지만 절대 금액은 대기업에 비해 크게 작았다.","대기업의 경우 자본재 수출이 773억달러로 12.2% 증가했지만, 원자재(-5.1%)와 소비재(-5.4%)는 감소했다.",최근 증시 호황과 3분기 ‘깜짝 성장’에도 불구하고 내수 경기가 얼어붙은 배경이라는 분석이다.,True,"문장에서 중견기업과 중소기업의 자본재, 소비재, 원자재의 증가를 언급하며 이는 국내 경제 활동과 관련된 통계적인 변화를 나타내므로 KOSIS에서 관련 통계를 찾아볼 수 있을 것으로 판단된다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C021,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,최근 증시 호황과 3분기 ‘깜짝 성장’에도 불구하고 내수 경기가 얼어붙은 배경이라는 분석이다.,"중견기업과 중소기업은 자본재, 소비재, 원자재 모두 증가했지만 절대 금액은 대기업에 비해 크게 작았다.",정부가 소비 쿠폰을 지급하며 민간 소비를 끌어올리려 하지만 일시적 효과에 그칠 것이란 우려가 나온다.,False,"현재 문장은 내수 경기가 얼어붙었다는 분석을 제시하지만, 이는 구체적인 수치나 통계적 변화를 주장하는 내용이 아니므로 KOSIS 통계로 검증하기 어렵습니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C022,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,정부가 소비 쿠폰을 지급하며 민간 소비를 끌어올리려 하지만 일시적 효과에 그칠 것이란 우려가 나온다.,최근 증시 호황과 3분기 ‘깜짝 성장’에도 불구하고 내수 경기가 얼어붙은 배경이라는 분석이다.,수출 대기업들이 번 돈이 국내 투자나 고용으로 이어지지 않고 있기 때문이다.,False,"현재 문장은 정부의 소비 쿠폰 지급과 그에 따른 우려에 대한 내용으로, 이는 특정한 수치나 통계적 변화를 주장하는 내용이 아닙니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C023,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,수출 대기업들이 번 돈이 국내 투자나 고용으로 이어지지 않고 있기 때문이다.,정부가 소비 쿠폰을 지급하며 민간 소비를 끌어올리려 하지만 일시적 효과에 그칠 것이란 우려가 나온다.,실제로 삼성전자와 SK하이닉스 등 주요 수출 대기업들은 미국 관세 우려와 국내 규제 부담 등으로 해외 투자를 늘리고 있다.,False,"현재 문장은 수출 대기업들의 수익이 국내 투자나 고용으로 이어지지 않는다는 일반적인 상황을 설명하지만, 이는 특정한 수치나 통계적 변화를 주장하는 내용이 아닙니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C024,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,실제로 삼성전자와 SK하이닉스 등 주요 수출 대기업들은 미국 관세 우려와 국내 규제 부담 등으로 해외 투자를 늘리고 있다.,수출 대기업들이 번 돈이 국내 투자나 고용으로 이어지지 않고 있기 때문이다.,지난달 한국은행이 발표한 ’2024년 해외직접투자 동향’에 따르면 작년 해외직접투자는 672억달러로 전년 대비 10.4% 증가했다.,True,해외 직접투자 금액의 증가를 언급하며 이는 국가통계포털(KOSIS)에서 해외 직접투자 관련 통계를 통해 검증할 수 있는 내용이기 때문에 True로 판단된다.,high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C025,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,지난달 한국은행이 발표한 ’2024년 해외직접투자 동향’에 따르면 작년 해외직접투자는 672억달러로 전년 대비 10.4% 증가했다.,실제로 삼성전자와 SK하이닉스 등 주요 수출 대기업들은 미국 관세 우려와 국내 규제 부담 등으로 해외 투자를 늘리고 있다.,벌어들인 돈을 해외 공장과 인력 채용에 쏟아붓는 만큼 국내 경제에는 낙수효과가 제한적일 수밖에 없다.,True,"현재 문장은 한국의 해외 직접 투자 금액이 전년 대비 얼마나 증가했는지를 수치로 제시하고 있으며, 이는 국가 집계의 경제 지표로서 KOSIS를 통해 검증 가능하다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
A2700-C026,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,벌어들인 돈을 해외 공장과 인력 채용에 쏟아붓는 만큼 국내 경제에는 낙수효과가 제한적일 수밖에 없다.,지난달 한국은행이 발표한 ’2024년 해외직접투자 동향’에 따르면 작년 해외직접투자는 672억달러로 전년 대비 10.4% 증가했다.,◇소비재도 반등했지만…구조는 그대로 자동차와 화장품 등 소비재 수출은 239억달러로 4.9% 증가하며 5개 분기 만에 증가세로 전환했다.,False,"현재 문장은 해외 투자와 관련된 경제적 효과에 대한 평가나 의견을 제시하고 있으며, 이는 특정한 수치나 통계적 변화를 주장하는 것이 아닙니다.",high,hcx,HCX-007,isclaim-v1.2-kosis-combined,2026-07-23
