claim_id,article_id,title,date,url,claim_text,prev_sentence,prev_prev_sentence,is_claim,is_claim_reason,is_claim_confidence,is_claim_method,extraction_model,prompt_version,extracted_at
A0004-C001,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,“이곳에선 사람 한 명이 로봇 6대를 움직입니다. 로봇이 주요 공정의 100%를 처리하는 거죠.”,,,False,로봇이 주요 공정을 처리한다는 것은 특정 기업의 생산 방식에 대한 설명이므로 KOSIS에서 검증 가능한 통계적 주장이 아닙니다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C002,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,지난달 중순 광주광역시 광산구 뉴서광 공장.,“이곳에선 사람 한 명이 로봇 6대를 움직입니다. 로봇이 주요 공정의 100%를 처리하는 거죠.”,,False,"현재 문장은 특정 장소에서의 작업 방식에 대한 설명으로, 수치나 통계적인 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C003,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,이곳에서 일하는 김형진 연구소장이 공장 안쪽을 가리키며 들려준 말이었다.,지난달 중순 광주광역시 광산구 뉴서광 공장.,“이곳에선 사람 한 명이 로봇 6대를 움직입니다. 로봇이 주요 공정의 100%를 처리하는 거죠.”,False,"현재 문장은 단순히 연구소장이 말한 내용을 전달하는 것으로, 수치나 통계적인 변화를 주장하는 내용이 아닙니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C004,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,뉴서광은 냉장고와 같은 생활가전 전용문을 만드는 중소 제조업체다.,이곳에서 일하는 김형진 연구소장이 공장 안쪽을 가리키며 들려준 말이었다.,지난달 중순 광주광역시 광산구 뉴서광 공장.,False,뉴서광이 중소 제조업체라는 사실은 수치나 통계적 변화와 관련이 없는 단순한 정보 제공이므로 KOSIS를 통해 검증할 필요가 없습니다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C005,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,전체 공정의 70%를 다(多)관절 로봇을 활용해 자동화했다.,뉴서광은 냉장고와 같은 생활가전 전용문을 만드는 중소 제조업체다.,이곳에서 일하는 김형진 연구소장이 공장 안쪽을 가리키며 들려준 말이었다.,False,"현재 문장은 뉴서광이라는 중소 제조업체의 공정 자동화에 대한 내용으로, 이는 특정 기업의 생산 방식에 관한 정보이지 국가통계포털(KOSIS)에서 제공하는 일반적인 통계나 수치와 관련이 없습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C006,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,특히 주요 공정으로 꼽히는 철판 부품 삽입 및 조립과 문(door)을 프레스 공정을 거쳐 모양을 잡고 완성하는 과정에선 제어·관리하는 사람 한 명에 로봇 8대가 움직인다.,전체 공정의 70%를 다(多)관절 로봇을 활용해 자동화했다.,뉴서광은 냉장고와 같은 생활가전 전용문을 만드는 중소 제조업체다.,False,"현재 문장은 특정 기업의 생산 공정에서의 자동화와 관련된 내용으로, 이는 개별 기업의 운영 방식에 대한 설명이지 국가 집계의 통계나 KOSIS에서 검증 가능한 내용이 아닙니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C007,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,김 연구소장은 “우리뿐 아니라 다른 제조업 공장을 가봐도 주요 공정은 사람 한 명에 로봇 여러 대가 붙어 처리한다”며 “로봇과의 협업은 이젠 일상”이라고 했다.,특히 주요 공정으로 꼽히는 철판 부품 삽입 및 조립과 문(door)을 프레스 공정을 거쳐 모양을 잡고 완성하는 과정에선 제어·관리하는 사람 한 명에 로봇 8대가 움직인다.,전체 공정의 70%를 다(多)관절 로봇을 활용해 자동화했다.,False,"현재 문장은 로봇과의 협업 상황에 대한 일반적인 설명을 하고 있으며, 구체적인 수치나 통계적인 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C008,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,"우리나라는 1950~1960년대만 해도 노동집약 산업의 대표격인 봉제나 가발 같은 경공업에서 출발, 1970년대 중공업화를 추진할 때도 조선, 자동차 등 대규모 노동력이 필요한 분야 중심으로 산업화를 이뤄냈다.",김 연구소장은 “우리뿐 아니라 다른 제조업 공장을 가봐도 주요 공정은 사람 한 명에 로봇 여러 대가 붙어 처리한다”며 “로봇과의 협업은 이젠 일상”이라고 했다.,특히 주요 공정으로 꼽히는 철판 부품 삽입 및 조립과 문(door)을 프레스 공정을 거쳐 모양을 잡고 완성하는 과정에선 제어·관리하는 사람 한 명에 로봇 8대가 움직인다.,False,"현재 문장은 한국의 산업 발전 과정에 대한 역사적 서술로서, 특정한 수치나 비율 등의 통계적 주장을 포함하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C009,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,하지만 우리 산업의 현장은 이제 로봇이 좌지우지한다.,"우리나라는 1950~1960년대만 해도 노동집약 산업의 대표격인 봉제나 가발 같은 경공업에서 출발, 1970년대 중공업화를 추진할 때도 조선, 자동차 등 대규모 노동력이 필요한 분야 중심으로 산업화를 이뤄냈다.",김 연구소장은 “우리뿐 아니라 다른 제조업 공장을 가봐도 주요 공정은 사람 한 명에 로봇 여러 대가 붙어 처리한다”며 “로봇과의 협업은 이젠 일상”이라고 했다.,False,"현재 문장은 로봇이 산업 현장을 좌우한다는 일반적인 서술이지만, 이는 구체적인 수치나 통계적인 변화를 포함하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C010,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,2025년 한국 산업 현장의 주역이 로봇이란 말이 과언이 아닐 정도다.,하지만 우리 산업의 현장은 이제 로봇이 좌지우지한다.,"우리나라는 1950~1960년대만 해도 노동집약 산업의 대표격인 봉제나 가발 같은 경공업에서 출발, 1970년대 중공업화를 추진할 때도 조선, 자동차 등 대규모 노동력이 필요한 분야 중심으로 산업화를 이뤄냈다.",False,"현재 문장은 한국 산업 현장에서 로봇의 역할이 중요하다는 일반적인 서술로서, 구체적인 수치나 통계적 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C011,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,국제로봇연맹(IFR)에 따르면 2023년 우리나라는 직원 1만명당 로봇 1012대를 쓰는 나라였다.,2025년 한국 산업 현장의 주역이 로봇이란 말이 과언이 아닐 정도다.,하지만 우리 산업의 현장은 이제 로봇이 좌지우지한다.,True,국제로봇연맹(IFR)에 따른 한국의 로봇 사용량에 대한 정보 제공.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C012,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,이미 우리나라는 로봇 밀도(공장 직원 한 명당 로봇수) 전 세계 1위 국가인 것이다.,국제로봇연맹(IFR)에 따르면 2023년 우리나라는 직원 1만명당 로봇 1012대를 쓰는 나라였다.,2025년 한국 산업 현장의 주역이 로봇이란 말이 과언이 아닐 정도다.,True,문장에서 '로봇 밀도(공장 직원 한 명당 로봇수)'가 전 세계 1위라는 주장은 KOSIS를 통해 검증 가능한 국내 집계 통계 정보에 해당합니다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C013,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,싱가포르와 중국이 그 뒤를 이었다.,이미 우리나라는 로봇 밀도(공장 직원 한 명당 로봇수) 전 세계 1위 국가인 것이다.,국제로봇연맹(IFR)에 따르면 2023년 우리나라는 직원 1만명당 로봇 1012대를 쓰는 나라였다.,False,싱가포르와 중국이 로봇 밀도에서 한국을 뒤따른다는 내용은 국제 비교 통계로서 KOSIS에서 직접적인 검증을 할 수 없습니다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C014,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,전 세계 평균(1만명당 162대)의 6배가 넘는 수치다.,싱가포르와 중국이 그 뒤를 이었다.,이미 우리나라는 로봇 밀도(공장 직원 한 명당 로봇수) 전 세계 1위 국가인 것이다.,True,"현재 문장은 한국의 로봇 밀도가 전 세계 평균의 몇 배인지 수치적인 비교를 하고 있으며, 이는 국제적인 통계로서 KOSIS 등에서 관련 데이터를 찾아볼 수 있을 것으로 판단됩니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C015,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,"대기업뿐 아니라, 중견·중소기업 제조업 현장에서도 로봇은 이제 각종 공정을 해결하는 ‘필요 조건’이다.",전 세계 평균(1만명당 162대)의 6배가 넘는 수치다.,싱가포르와 중국이 그 뒤를 이었다.,False,"현재 문장은 로봇이 중소기업 제조업 현장에서 필수적인 요소라는 일반적인 의견을 표현하고 있으며, 이는 특정한 수치나 통계적 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C016,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,일부 주요 공정에선 ‘1직원 1로봇’을 훌쩍 넘어 ‘1직원 N로봇’ 시대에 이미 진입했다.,"대기업뿐 아니라, 중견·중소기업 제조업 현장에서도 로봇은 이제 각종 공정을 해결하는 ‘필요 조건’이다.",전 세계 평균(1만명당 162대)의 6배가 넘는 수치다.,False,"현재 문장은 '1직원 N로봇'이라는 표현을 사용하고 있지만, 이는 구체적인 수치나 비율 등의 통계적 변화를 주장하는 것이 아니며, 단순한 현황 설명을 하고 있습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C017,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,사람보다 로봇이 많은 현장을 보는 것이 갈수록 흔한 풍경이 되어가고 있다는 얘기다.,일부 주요 공정에선 ‘1직원 1로봇’을 훌쩍 넘어 ‘1직원 N로봇’ 시대에 이미 진입했다.,"대기업뿐 아니라, 중견·중소기업 제조업 현장에서도 로봇은 이제 각종 공정을 해결하는 ‘필요 조건’이다.",False,"현재 문장은 단순한 의견 표현으로, 구체적인 수치나 통계적인 변화를 언급하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C018,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,가파른 경제성장 이후 저출산·고령화 사회로 진입하면서 ‘사람’에서 ‘로봇’으로 빠르게 옮겨가고 있는 산업 현장을 살펴봤다.,사람보다 로봇이 많은 현장을 보는 것이 갈수록 흔한 풍경이 되어가고 있다는 얘기다.,일부 주요 공정에선 ‘1직원 1로봇’을 훌쩍 넘어 ‘1직원 N로봇’ 시대에 이미 진입했다.,False,"현재 문장은 저출산 및 고령화로 인해 산업 현장에서 사람이 로봇으로 대체되고 있다는 일반적인 설명을 하고 있으며, 구체적인 수치나 통계적 변화를 언급하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C019,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,◇로봇 밀도 1위의 나라 로봇 밀도는 그 나라의 제조업이 얼마나 자동화됐는지 평가하는 기본 지표로 여겨진다.,가파른 경제성장 이후 저출산·고령화 사회로 진입하면서 ‘사람’에서 ‘로봇’으로 빠르게 옮겨가고 있는 산업 현장을 살펴봤다.,사람보다 로봇이 많은 현장을 보는 것이 갈수록 흔한 풍경이 되어가고 있다는 얘기다.,False,"로봇 밀도에 대한 언급은 있지만, 이는 구체적인 수치나 변화 방향을 주장하지 않으며, KOSIS에서 직접적인 검증을 할 수 없는 정보입니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C020,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,"우리나라는 로봇 밀도 1위 나라일 뿐 아니라, 지난 2018년 이후로 매년 5%씩 성장한 유일한 나라이기도 하다.",◇로봇 밀도 1위의 나라 로봇 밀도는 그 나라의 제조업이 얼마나 자동화됐는지 평가하는 기본 지표로 여겨진다.,가파른 경제성장 이후 저출산·고령화 사회로 진입하면서 ‘사람’에서 ‘로봇’으로 빠르게 옮겨가고 있는 산업 현장을 살펴봤다.,True,문장에서 우리나라의 로봇 밀도가 매년 5%씩 성장했다고 주장하며 이는 KOSIS를 통해 검증 가능한 국내 집계 통계에 해당합니다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C021,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,국제로봇연맹 다카유키 이토 회장은 “강력한 자동차 산업과 세계적으로 유명한 전자제품 부문을 보유한 한국은 산업용 로봇을 가장 많이 사용하는 국가”라고 한 것도 이 때문이다.,"우리나라는 로봇 밀도 1위 나라일 뿐 아니라, 지난 2018년 이후로 매년 5%씩 성장한 유일한 나라이기도 하다.",◇로봇 밀도 1위의 나라 로봇 밀도는 그 나라의 제조업이 얼마나 자동화됐는지 평가하는 기본 지표로 여겨진다.,False,"현재 문장은 한국의 산업용 로봇 사용에 대한 일반적인 설명을 하고 있으며, 구체적인 수치나 통계적인 변화를 언급하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C022,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,경기도 광명에 있는 기아 오토랜드 전기차 전용 공장.,국제로봇연맹 다카유키 이토 회장은 “강력한 자동차 산업과 세계적으로 유명한 전자제품 부문을 보유한 한국은 산업용 로봇을 가장 많이 사용하는 국가”라고 한 것도 이 때문이다.,"우리나라는 로봇 밀도 1위 나라일 뿐 아니라, 지난 2018년 이후로 매년 5%씩 성장한 유일한 나라이기도 하다.",False,경기도 광명에 있는 기아 오토랜드 전기차 전용 공장에 대한 언급은 단순한 정보 제공이므로 수치나 통계적 변화를 주장하는 것이 아닙니다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C023,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,이곳에서도 전기차 조립은 로봇이 담당한다.,경기도 광명에 있는 기아 오토랜드 전기차 전용 공장.,국제로봇연맹 다카유키 이토 회장은 “강력한 자동차 산업과 세계적으로 유명한 전자제품 부문을 보유한 한국은 산업용 로봇을 가장 많이 사용하는 국가”라고 한 것도 이 때문이다.,False,"현재 문장은 전기차 조립 과정에서 로봇이 담당한다는 내용으로, 이는 특정한 통계나 수치적인 변화를 주장하는 것이 아닙니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C024,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,"사람은 한두 명이 완전 자동화 로봇 수십 대를 작동·관리하고, 주요 공정의 일부분은 로봇이 처리한다.",이곳에서도 전기차 조립은 로봇이 담당한다.,경기도 광명에 있는 기아 오토랜드 전기차 전용 공장.,False,"현재 문장은 전기차 생산 과정에서의 로봇 활용 및 인력 배치 상황에 대한 설명으로, 이는 특정한 통계나 수치 변화를 주장하는 내용이 아닙니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C025,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,대표적인 과정이 차체와 배터리 모듈 시스템을 조립하는 공정이다.,"사람은 한두 명이 완전 자동화 로봇 수십 대를 작동·관리하고, 주요 공정의 일부분은 로봇이 처리한다.",이곳에서도 전기차 조립은 로봇이 담당한다.,False,"현재 문장은 전기차 제조 과정 중 하나의 예시를 설명하고 있으며, 이는 특정한 수치나 통계적인 변화를 주장하는 것이 아닙니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C026,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,전기차 몸체가 모듈 조립 공정 라인 상부에 도착하면 매일 수십 대의 로봇이 그 밑에서 배터리 시스템을 나사로 조이고 합체한다.,대표적인 과정이 차체와 배터리 모듈 시스템을 조립하는 공정이다.,"사람은 한두 명이 완전 자동화 로봇 수십 대를 작동·관리하고, 주요 공정의 일부분은 로봇이 처리한다.",False,"현재 문장은 전기차 생산 과정에서의 구체적인 작업 내용을 기술하고 있으며, 이는 특정한 통계나 수치적인 변화를 주장하는 것이 아닙니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C027,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,기아 관계자는 “나사를 조이는 압력과 각도의 수치를 매번 균일하게 작업하기 위해 100% 로봇을 사용한다”면서 “이를 통해 압력을 너무 주거나 혹은 덜 줘서 생기는 각종 사고를 방지할 수 있다”고 했다.,전기차 몸체가 모듈 조립 공정 라인 상부에 도착하면 매일 수십 대의 로봇이 그 밑에서 배터리 시스템을 나사로 조이고 합체한다.,대표적인 과정이 차체와 배터리 모듈 시스템을 조립하는 공정이다.,False,"기아 관계자가 언급한 내용은 로봇을 사용하여 나사 조임 압력과 각도를 일정하게 유지한다는 제조 공정에 대한 설명으로, 이는 특정한 통계적 변화나 수치적인 주장을 포함하지 않는다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C028,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,"제조업뿐 아니라, 물류·서비스업 현장에서도 로봇 활용도 100%를 달성한 곳은 적지 않다.",기아 관계자는 “나사를 조이는 압력과 각도의 수치를 매번 균일하게 작업하기 위해 100% 로봇을 사용한다”면서 “이를 통해 압력을 너무 주거나 혹은 덜 줘서 생기는 각종 사고를 방지할 수 있다”고 했다.,전기차 몸체가 모듈 조립 공정 라인 상부에 도착하면 매일 수십 대의 로봇이 그 밑에서 배터리 시스템을 나사로 조이고 합체한다.,False,"로봇 활용도에 대한 언급이지만 구체적인 수치나 비율 등의 통계적 변화를 주장하지 않으며, 이는 KOSIS에서 검증 가능한 내용이 아닙니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C029,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,국내 1위 택배업체 CJ대한통운의 용인 스마트센터에서는 직원은 35명이 일하고 로봇만 수백 대가 움직인다.,"제조업뿐 아니라, 물류·서비스업 현장에서도 로봇 활용도 100%를 달성한 곳은 적지 않다.",기아 관계자는 “나사를 조이는 압력과 각도의 수치를 매번 균일하게 작업하기 위해 100% 로봇을 사용한다”면서 “이를 통해 압력을 너무 주거나 혹은 덜 줘서 생기는 각종 사고를 방지할 수 있다”고 했다.,False,"현재 문장은 특정 기업의 직원 수와 로봇 대수에 대한 정보 제공이지만, 이는 개별 사례에 해당하며 국가집계 통계의 범주에 속하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C030,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,이들 직원 중 지게차 운전 및 상하차 인력을 뺀 순수 센터 내 작업자는 25명 정도다.,국내 1위 택배업체 CJ대한통운의 용인 스마트센터에서는 직원은 35명이 일하고 로봇만 수백 대가 움직인다.,"제조업뿐 아니라, 물류·서비스업 현장에서도 로봇 활용도 100%를 달성한 곳은 적지 않다.",False,"현재 문장은 특정 기업의 인력 배치 상황에 대한 설명이므로, 이는 KOSIS 국가통계포털에서 제공하는 통계 정보와는 관련이 없습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C031,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,이곳에선 230여 대의 고정노선운송로봇(AGV·Automatic Guided Vehicle)와 미니 AGV가 같이 움직인다.,이들 직원 중 지게차 운전 및 상하차 인력을 뺀 순수 센터 내 작업자는 25명 정도다.,국내 1위 택배업체 CJ대한통운의 용인 스마트센터에서는 직원은 35명이 일하고 로봇만 수백 대가 움직인다.,False,"현재 문장은 특정 시설 내의 운송로봇의 수에 대한 정보 제공이지만, 이는 특정한 통계나 수치 변화에 대한 주장이 아니므로 KOSIS를 통해 검증할 필요가 없습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C032,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,"또한 상품 피킹부터 검수, 포장, 출고까지 로봇이 모두 관여한다.",이곳에선 230여 대의 고정노선운송로봇(AGV·Automatic Guided Vehicle)와 미니 AGV가 같이 움직인다.,이들 직원 중 지게차 운전 및 상하차 인력을 뺀 순수 센터 내 작업자는 25명 정도다.,False,"현재 문장은 물류센터에서 로봇이 상품 피킹부터 검수, 포장, 출고까지의 과정에 관여한다는 사실을 서술하고 있으며, 이는 특정한 수치나 통계적인 변화를 주장하는 것이 아닙니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C033,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,중소·중견 기업의 제조·물류 과정에서도 ‘로봇 100%’는 이미 실현되고 있다.,"또한 상품 피킹부터 검수, 포장, 출고까지 로봇이 모두 관여한다.",이곳에선 230여 대의 고정노선운송로봇(AGV·Automatic Guided Vehicle)와 미니 AGV가 같이 움직인다.,False,"현재 문장은 중소·중견 기업의 제조 및 물류 과정에서 로봇 사용이 증가하고 있다는 일반적인 설명을 하고 있으며, 이는 특정한 수치나 통계적인 변화를 주장하는 것이 아닙니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C034,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,경남 창원에 있는 38년 된 자동차 조향 장치 부품 기업인 태림산업.,중소·중견 기업의 제조·물류 과정에서도 ‘로봇 100%’는 이미 실현되고 있다.,"또한 상품 피킹부터 검수, 포장, 출고까지 로봇이 모두 관여한다.",False,"현재 문장은 특정 기업인 태림산업에 대한 정보 제공이지만, 이는 수치나 통계적인 변화를 주장하는 내용이 아니므로 검증 대상이 아닙니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C035,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,"이곳은 전체 공정의 50%를 로봇화했고, 주요 공정은 100% 로봇화를 달성했다.",경남 창원에 있는 38년 된 자동차 조향 장치 부품 기업인 태림산업.,중소·중견 기업의 제조·물류 과정에서도 ‘로봇 100%’는 이미 실현되고 있다.,False,"현재 문장은 특정 기업의 공정 자동화에 대한 내용으로, 이는 개별 기업의 사례이므로 국가통계포털(KOSIS)에서 검증 가능한 집계 통계가 아닙니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
