claim_id,article_id,title,date,url,claim_text,metric,metric_all,is_claim,population,prev_sentence,next_sentence,numbers,units,year,region,candidate_kosis_table,api_params,calculation,verifiable,org_id,tbl_id,obj_l1,itm_id,prd_se,reviewer_note,obj_l1_candidates,itm_id_candidates,actual_value,actual_period,actual_prev_value,actual_prev_period,actual_change_pct,actual_change_point,api_error,claim_type,claim_number,actual_number,actual_source,verdict,diff,judge_note
C04198,532,"원전, 석탄 꺾고 18년 만에 ‘발전 비율’ 1위",2025-02-10,https://www.chosun.com/economy/industry-company/2025/02/10/OLLECY4REVCNDFJXMKUAYNUNVU,6 지난해 국내 전력 거래에서 원전이 차지하는 비율이 15년 만에 가장 높은 32.5%를 나타냈다.,비율·증감률,비율·증감률; 날짜·시간,True,,,우리 국민이 100의 전기를 썼다면 그중 32.5가 원전이 만든 전기였다는 의미다.,"[15, 32.5]","['년', '%']",[],[],[디자인교육기관-교수]취업률이 가장 높은 국내 디자인 분야(2007)(tblId=TX_115_2009_H7053); [디자인교육기관-교수]취업률이 가장 높은 국내 디자인 분야-제품디자인(2007)(tblId=TX_115_2009_H7054); [디자인교육기관-교수]취업률이 가장 높은 국내 디자인 분야-시각디자인(2007)(tblId=TX_115_2009_H7055); [디자인교육기관-교수]취업률이 가장 높은 국내 디자인 분야-환경(인테리어)디자인(2007)(tblId=TX_115_2009_H7056); [디자인교육기관-교수]취업률이 가장 높은 국내 디자인 분야-섬유디자인(2007)(tblId=TX_115_2009_H7057),,,판단불가,388,TX_38804_A005,15388AD000,T001,Y,"[Claude 검토] 전력거래 중 원전 비율 15년만 최고(32.5%), 전력거래소 연료원별 전력거래량 표로 판단 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율,100,2024,100,2023,0.0,0.0,,LEVEL,6.0,100.0,actual_value 컬럼 사용,불일치,0.94,"claim=6.0, actual=100.0, 오차=0.940 (허용=0.05)"
C04201,532,"원전, 석탄 꺾고 18년 만에 ‘발전 비율’ 1위",2025-02-10,https://www.chosun.com/economy/industry-company/2025/02/10/OLLECY4REVCNDFJXMKUAYNUNVU,"9일 전력거래소 전력통계정보시스템에 따르면 지난해 원전 전력 거래량은 17만8749GWh(기가와트시)로, 전체 전력 거래(54만9387GWh)의 32.5%를 차지한 것으로 나타났다.",비율·증감률,비율·증감률; 날짜·시간,True,,탈석탄 흐름에 따라 석탄 발전은 2021년 이후 꾸준히 축소되고 있다.,"LNG(29.8%), 석탄(29.4%), 신재생(6.9%)이 그 뒤를 이었다.","[9, 32.5]","['일', '%']",[],[],지난해 어린이집 수 및 이용 아동수(tblId=TX_117_2013_H253); 용도별 전력 사용량(2001~2008)(tblId=TX_11001_A005); 전력 시설물 현황(tblId=DT_357001_LI005); 전철 전력 사용량 현황(tblId=DT_357001_MF00701); 일반 전력 사용량 현황(tblId=DT_357001_MF00702),,,판단불가,388,TX_38804_A005,15388AD000,16388AAW3,Y,"[Claude 검토] 원전 전력거래량 및 전체 대비 비중, 동일 표로 판단 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율,550287,2024,544666,2023,1.0320086071096781,5621.0,,LEVEL,17.0,550287.0,actual_value 컬럼 사용,불일치,0.9999691070296045,"claim=17.0, actual=550287.0, 오차=1.000 (허용=0.05)"
C04202,532,"원전, 석탄 꺾고 18년 만에 ‘발전 비율’ 1위",2025-02-10,https://www.chosun.com/economy/industry-company/2025/02/10/OLLECY4REVCNDFJXMKUAYNUNVU,"LNG(29.8%), 석탄(29.4%), 신재생(6.9%)이 그 뒤를 이었다.",비율·증감률,비율·증감률,True,,"9일 전력거래소 전력통계정보시스템에 따르면 지난해 원전 전력 거래량은 17만8749GWh(기가와트시)로, 전체 전력 거래(54만9387GWh)의 32.5%를 차지한 것으로 나타났다.","원전 비율은 문재인 정부 시절 탈원전 정책으로 2018년에는 23.7%까지 줄었지만, 이후 계속 회복세를 보이며 2009년(34.8%) 이후 최고 수준까지 돌아왔다.","[29.8, 29.4, 6.9]","['%', '%', '%']",[],[],"9.8.29 100대 생활밀접업종 가동 사업자 현황Ⅱ(연령, 업종)(tblId=DT_133001_9829); 14.3.29 가구유형별 근로자 근로·자녀장려금 지급 현황 II(총급여액,지급규모)[2015~](tblId=DT_133N_14329A); 10-29-1. 기초자치단체별 부과징수 현황-동두천시(도세)(tblId=TX_11007_A313); 10-29-2. 기초자치단체별 부과징수 현황-동두천시(시세)(tblId=TX_11007_A317)",,,판단불가,388,TX_38804_A005,15388AD000,T001,Y,"[Claude 검토] LNG/석탄/신재생 비중(C04201 연결), 동일 표로 판단 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율,100,2025,100,2024,0.0,0.0,,LEVEL,29.8,100.0,actual_value 컬럼 사용,불일치,0.7020000000000001,"claim=29.8, actual=100.0, 오차=0.702 (허용=0.05)"
C04203,532,"원전, 석탄 꺾고 18년 만에 ‘발전 비율’ 1위",2025-02-10,https://www.chosun.com/economy/industry-company/2025/02/10/OLLECY4REVCNDFJXMKUAYNUNVU,"원전 비율은 문재인 정부 시절 탈원전 정책으로 2018년에는 23.7%까지 줄었지만, 이후 계속 회복세를 보이며 2009년(34.8%) 이후 최고 수준까지 돌아왔다.",비율·증감률,비율·증감률; 날짜·시간,True,,"LNG(29.8%), 석탄(29.4%), 신재생(6.9%)이 그 뒤를 이었다.",전력 거래량은 한전이 발전 자회사와 민간 발전 업체 등에서 사들이는 전력량을 말한다.,"[2018, 23.7, 2009, 34.8]","['년', '%', '년', '%']","['2018', '2009']",[],다문화가족의 정부 지원 수혜율(tblId=DT_117079_12AA001005); 구직자의 정부 비용 부담 직업 능력 개발 훈련 참여 경험(tblId=DT_154021_22AA003300); 개인정보보호를 위해 우선적으로 필요한 정부 정책 (복수응답)(tblId=DT_179001_2024A064); 개인정보보호를 위해 우선적으로 필요한 정부 정책 (복수응답)(tblId=DT_179001_2024B071); 개인정보보호를 위해 우선되어야 할 정부 정책 (1순위)(tblId=DT_179001_2024C043),,,판단불가,388,TX_38804_A005,15388AD000,T001,Y,"[Claude 검토] 원전 비율 추이(탈원전~회복), 동일 표로 판단(장기 시계열) | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율,100,2009,100,2008,0.0,0.0,,CHANGE_RATE,34.8,0.0,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,34.8,"claim=34.8, actual=0.0, 오차=34.800 (허용=0.3)"
C04205,532,"원전, 석탄 꺾고 18년 만에 ‘발전 비율’ 1위",2025-02-10,https://www.chosun.com/economy/industry-company/2025/02/10/OLLECY4REVCNDFJXMKUAYNUNVU,우리나라는 2007년부터 2023년까지 전력의 가장 많은 부분인 40% 안팎을 석탄에 의존해왔다.,비율·증감률,비율·증감률; 날짜·시간,True,,원전이 석탄을 제치고 ‘1위 발전원’이 된 것은 18년 만이다.,"당시 석탄의 가격 경쟁력이 압도적으로 높았고, 2011년 후쿠시마 사고를 겪으며 원전 가동률이 다소 줄면서 석탄의 비율은 45%를 웃돌기까지 했다.","[2007, 2023, 40]","['년', '년', '%']","['2007', '2023']",[],올해 인력 고용이 가장 많은 품목(1+2순위)(tblId=DT_111014_C016); 올해 인력 고용이 가장 많은 품목(1순위)(tblId=DT_111014_C017); 작년 인력 고용이 가장 많은 품목(1+2순위)(tblId=DT_111014_C036); 작년 인력 고용이 가장 많은 품목(1순위)(tblId=DT_111014_C037); [전문디자인업체]매출액 중 가장 많은 부분을 차지하는 의뢰업체(2007)(tblId=TX_115_2009_H9046),,,판단불가,388,TX_38804_A005,15388AD000,T001,Y,"[Claude 검토] 석탄 의존 비율(2007~2023), 동일 표로 판단 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율,100,2007,100,2006,0.0,0.0,,LEVEL,40.0,100.0,actual_value 컬럼 사용,불일치,0.6,"claim=40.0, actual=100.0, 오차=0.600 (허용=0.05)"
C04206,532,"원전, 석탄 꺾고 18년 만에 ‘발전 비율’ 1위",2025-02-10,https://www.chosun.com/economy/industry-company/2025/02/10/OLLECY4REVCNDFJXMKUAYNUNVU,"당시 석탄의 가격 경쟁력이 압도적으로 높았고, 2011년 후쿠시마 사고를 겪으며 원전 가동률이 다소 줄면서 석탄의 비율은 45%를 웃돌기까지 했다.",비율·증감률,비율·증감률; 날짜·시간,True,,우리나라는 2007년부터 2023년까지 전력의 가장 많은 부분인 40% 안팎을 석탄에 의존해왔다.,"그러나 최근 탈탄소 흐름이 강해지며 석탄의 비율은 2017년(44%)을 기점으로 계속 줄었고, 지난해에는 30% 선까지 무너졌다.","[2011, 45]","['년', '%']",['2011'],[],"잃어버린 당시 연령 및 아이를 찾은 경로(tblId=DT_117074_2023_A131); 잃어버린 당시 연령 및 아이를 찾은 경로(tblId=DT_117074_2018_A125); 잃어버릴 당시 연령(tblId=TX_117_2013_H209); 자살시도 당시 음주여부(tblId=DT_117094N_607N); 별거 이유 및 남편과의 미성년 자녀 유무, 별거 당시 상담 여부(tblId=DT_338001_2022107)",,,판단불가,388,TX_38804_A005,15388AD000,T001,Y,"[Claude 검토] 석탄 비율 역사적 추이(2011 후쿠시마 전후), 동일 표로 판단 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율,100,2011,100,2010,0.0,0.0,,LEVEL,45.0,100.0,actual_value 컬럼 사용,불일치,0.55,"claim=45.0, actual=100.0, 오차=0.550 (허용=0.05)"
C04207,532,"원전, 석탄 꺾고 18년 만에 ‘발전 비율’ 1위",2025-02-10,https://www.chosun.com/economy/industry-company/2025/02/10/OLLECY4REVCNDFJXMKUAYNUNVU,"그러나 최근 탈탄소 흐름이 강해지며 석탄의 비율은 2017년(44%)을 기점으로 계속 줄었고, 지난해에는 30% 선까지 무너졌다.",비율·증감률,비율·증감률; 날짜·시간,True,,"당시 석탄의 가격 경쟁력이 압도적으로 높았고, 2011년 후쿠시마 사고를 겪으며 원전 가동률이 다소 줄면서 석탄의 비율은 45%를 웃돌기까지 했다.",줄어든 석탄의 빈자리는 원전과 LNG가 채웠다.,"[2017, 44, 30]","['년', '%', '%']",['2017'],[],학업중단 시기(가장 최근 기준)(tblId=DT_MOGE_3020300577); 국제결혼중개업체의 최근 3년간 성혼 건수(tblId=DT_MOGE_3033900596); 최근 1년간 성혼에 성공한 국가 수(tblId=DT_MOGE_3033900611); 최근 1년간 맞선 주선한 나라(tblId=DT_MOGE_3033900612); 최근 1년간 가출 경험(2013)(tblId=DT_ES40201N_067),,,판단불가,388,TX_38804_A005,15388AD000,T001,Y,"[Claude 검토] 석탄 비율 감소 추이(2017년 이후), 동일 표로 판단 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율,100,2017,100,2016,0.0,0.0,,CHANGE_RATE,30.0,0.0,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,30.0,"claim=30.0, actual=0.0, 오차=30.000 (허용=0.3)"
C04208,532,"원전, 석탄 꺾고 18년 만에 ‘발전 비율’ 1위",2025-02-10,https://www.chosun.com/economy/industry-company/2025/02/10/OLLECY4REVCNDFJXMKUAYNUNVU,2010년대 20% 초반에 머무르던 LNG 비율도 지난해 약 30%까지 높아졌다.,비율·증감률,비율·증감률; 날짜·시간,True,,줄어든 석탄의 빈자리는 원전과 LNG가 채웠다.,원전의 비율이 15년 만에 최고를 기록한 데는 원전 가동률이 높아진 영향이 컸던 것으로 풀이된다.,"[2010, 20, 30]","['년', '%', '%']",['2010'],[],"성, 연령 및 교육정도, 교육상태별 인구(6세이상, 내국인)-시군구(tblId=DT_1PM2001); 연령별/성별/혼인상태별 인구(15세이상,내국인)-시군구(tblId=DT_1PM2002); 성, 연령, 혼인상태 및 교육정도별 인구(15세 이상, 내국인)-시군구(tblId=DT_1PM2003); 가구주와의 관계별/성별/혼인상태별 인구(일반가구)-시군구(tblId=DT_1PM2004); 성별/연령별/혼인상태별/세대구성별 인구(일반가구)-시군구(tblId=DT_1PM2005)",,,판단불가,388,TX_38804_A005,15388AD000,T001,Y,"[Claude 검토] LNG 비율 추이(2010년대~), 동일 표로 판단 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율,100,2010,100,2009,0.0,0.0,,LEVEL,20.0,100.0,actual_value 컬럼 사용,불일치,0.8,"claim=20.0, actual=100.0, 오차=0.800 (허용=0.05)"
C04667,589,주유소 휘발유 가격 2주째 떨어져...경유 가격 18주만 하락,2025-02-15,https://www.chosun.com/economy/economy_general/2025/02/15/3INCENNXC5FNXM4MYKJ6WTQMGQ,"15일 한국석유공사 유가정보시스템 오피넷에 따르면, 이달 둘째 주(9∼13일) 전국 주유소 휘발유 평균 판매가는 직전 주 대비 1L당 2.2원 하락한 1730.9원을 기록했다.",금액,금액; 날짜·시간,True,전국,"미국의 원유 재고 증가 등으로 국제 유가가 떨어진 영향이지만, 향후 미국이 러시아와 이란 등에 대한 제재를 확대할 경우 국제 유가가 오르며 국내 기름값도 상승할 우려가 크다는 점에서 지속적인 하락세를 보이긴 어렵다는 분석이다.","휘발유 가격은 1월 다섯째 주까지 16주 연속 오르다가 2월 첫째 주에 하락세로 전환했고, 이번에 2주 연속으로 떨어진 것이다.","[15, 13, 2.2, 1730.9]","['일', '일', '원', '원']",[],['전국'],15일 이내 총 회신 건수(tblId=DT_152009_A021); 15일 이후 회신 또는 회신하지 않은 건수(tblId=DT_152009_A024); 15일 이내 선급금 지급한 비율(tblId=DT_152009_A152); 15일 이내 총 회신 건수(tblId=DT_152009_B023); 15일 이후 회신 또는 회신하지 않은 건수(tblId=DT_152009_B026),,,판단불가,318,TX_31802_A000,,16318AAA0,,"[Claude 검토] 전국 주유소 휘발유 평균 판매가(오피넷), org_id/tbl_id 채움 | obj_l1 수동 선택 필요(제품별, 후보 4개 -> obj_l1_candidates 컬럼 참고)",15318AA1AA:보통휘발유; 15318AA1AB:실내등유; 15318AA1AC:보일러등유; 15318AA1AE:자동차용 경유,,1979.31,202604,1596.01,202604,24.016140249747806,383.29999999999995,,CHANGE_RATE,1.0,24.016140249747806,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,23.016140249747806,"claim=1.0, actual=24.016140249747806, 오차=23.016 (허용=0.3)"
C04750,601,빚 못 갚은 자영업자 중 60대 이상이 가장 많았던 이유,2025-02-16,https://www.chosun.com/economy/economy_general/2025/02/16/JPSR6CUW55HPNKX73PTUAYO4RA,3 고금리 기조와 함께 내수 침체가 길어지면서 작년 금융기관에 진 빚을 갚지 못한 자영업자가 35% 늘어난 것으로 집계됐다.,비율·증감률,비율·증감률,True,자영업자,,특히 60세 이상 고령층 자영업자의 경우 이 속도가 훨씬 빠르게 늘었다.,[35],['%'],[],[],자영업자(고용주)의 어려움(tblId=DT_154021_22AA002900); 자영업자(고용주)의 월평균 순수익(tblId=DT_154021_22AA003000); 현 사업 사업자금 조달방법(tblId=DT_43701N_063); 현 사업 사업자금 규모(tblId=DT_43701N_065); 현 사업 준비기간(tblId=DT_43701N_066),,,판단불가,101,DT_1PB_1011,11,T10,Y,"[Claude 검토] 자영업자 대출 연체 증가(35%), 통계청 일자리행정통계 ""개인사업자의 연체율 총괄"" 표로 판단",,,0.98225,2024,0.64963,2023,51.20145313486136,0.3326199999999999,,LEVEL,3.0,0.98225,actual_value 컬럼 사용,불일치,2.0542122677526087,"claim=3.0, actual=0.98225, 오차=2.054 (허용=0.05)"
C04752,601,빚 못 갚은 자영업자 중 60대 이상이 가장 많았던 이유,2025-02-16,https://www.chosun.com/economy/economy_general/2025/02/16/JPSR6CUW55HPNKX73PTUAYO4RA,개인사업자의 대출 금액은 전년보다 7719억원(0.1%) 늘어난 것이다.,비율·증감률,비율·증감률; 금액,True,,개인사업자는 자영업자와 기업 대출을 보유한 개인을 뜻한다.,작년 말 기준 개인사업자 중 금융기관 대출액을 3개월 이상 연체한 사람은 전년보다 4만204명(35%) 늘어난 15만5060명으로 집계됐다.,"[7719, 0.1]","['억원', '%']",[],[],개인사업자의 대출 총괄(tblId=DT_1PB_1001); 개인사업자의 성별 대출(tblId=DT_1PB_1002); 개인사업자의 연령별 대출(tblId=DT_1PB_1003); 개인사업자의 산업분류별 대출(tblId=DT_1PB_1004); 개인사업자의 매출액별 대출(tblId=DT_1PB_1005),,,판단불가,101,DT_1PB_1001,11,T00,Y,"[Claude 검토] 개인사업자 대출금액 전년대비 증가, 통계청 ""개인사업자의 대출 총괄"" 표로 판단",,,17891.783,2024,17921.8278,2023,-0.1676436150111858,-30.044799999999668,,LEVEL,7719.0,17891.783,actual_value 컬럼 사용,불일치,0.5685729029912782,"claim=7719.0, actual=17891.783, 오차=0.569 (허용=0.05)"
C04753,601,빚 못 갚은 자영업자 중 60대 이상이 가장 많았던 이유,2025-02-16,https://www.chosun.com/economy/economy_general/2025/02/16/JPSR6CUW55HPNKX73PTUAYO4RA,작년 말 기준 개인사업자 중 금융기관 대출액을 3개월 이상 연체한 사람은 전년보다 4만204명(35%) 늘어난 15만5060명으로 집계됐다.,비율·증감률,비율·증감률; 인원수; 건수·개수,True,,개인사업자의 대출 금액은 전년보다 7719억원(0.1%) 늘어난 것이다.,총 대출액은 30조7248억원으로 전년보다 29.9% 늘어 30조원을 돌파했다.,"[3, 204, 35, 5060]","['개', '명', '%', '명']",[],[],"작년 임금 근로활동 여부(tblId=DT_KWMP_2020136); 작년 월 평균 임금(세전, 인센티브 제외)(tblId=DT_KWMP_2020006); 작년 연간 평균 인센티브(세전)(tblId=DT_KWMP_2020007); 작년 매출액(tblId=DT_111014_A071); 작년 대비 지역 내 불법체류 외국인 고용 규모 변화(tblId=DT_111014_B099)",,,판단불가,101,DT_1PB_1011,11,T10,Y,"[Claude 검토] 개인사업자 3개월 이상 연체자 수 증가, 동일 연체율 총괄 표로 판단",,,0.98225,2024,0.64963,2023,51.20145313486136,0.3326199999999999,,LEVEL,4.0,0.98225,actual_value 컬럼 사용,불일치,3.072283023670145,"claim=4.0, actual=0.98225, 오차=3.072 (허용=0.05)"
C04754,601,빚 못 갚은 자영업자 중 60대 이상이 가장 많았던 이유,2025-02-16,https://www.chosun.com/economy/economy_general/2025/02/16/JPSR6CUW55HPNKX73PTUAYO4RA,총 대출액은 30조7248억원으로 전년보다 29.9% 늘어 30조원을 돌파했다.,비율·증감률,비율·증감률; 금액,True,,작년 말 기준 개인사업자 중 금융기관 대출액을 3개월 이상 연체한 사람은 전년보다 4만204명(35%) 늘어난 15만5060명으로 집계됐다.,개인사업자의 빚 부담이 커진 것은 장기화하고 있는 내수 침체가 영향을 줬다는 분석이 나온다.,"[7248, 29.9, 30]","['억원', '%', '조원']",[],[],"9.8.29 100대 생활밀접업종 가동 사업자 현황Ⅱ(연령, 업종)(tblId=DT_133001_9829); 14.3.29 가구유형별 근로자 근로·자녀장려금 지급 현황 II(총급여액,지급규모)[2015~](tblId=DT_133N_14329A); 10-29-1. 기초자치단체별 부과징수 현황-동두천시(도세)(tblId=TX_11007_A313); 10-29-2. 기초자치단체별 부과징수 현황-동두천시(시세)(tblId=TX_11007_A317)",,,판단불가,101,DT_1PB_1001,11,T00,Y,"[Claude 검토] 개인사업자 총 대출액(30조7248억원), 동일 대출 총괄 표로 판단",,,17891.783,2024,17921.8278,2023,-0.1676436150111858,-30.044799999999668,,LEVEL,30.0,17891.783,actual_value 컬럼 사용,불일치,0.9983232526350224,"claim=30.0, actual=17891.783, 오차=0.998 (허용=0.05)"
C04758,601,빚 못 갚은 자영업자 중 60대 이상이 가장 많았던 이유,2025-02-16,https://www.chosun.com/economy/economy_general/2025/02/16/JPSR6CUW55HPNKX73PTUAYO4RA,60대 이상 개인사업자 중 채무불이행자 수는 2만795명에서 3만1689명으로 52.4%가 늘었다.,비율·증감률,비율·증감률; 인원수,True,60대,고령층 채무불이행자 수와 대출 잔액도 다른 연령대보다 빠르게 증가하고 있다.,대출 금액 역시 전년보다 2조7080억원(52.2%) 늘어난 7조8920억원을 기록했다.,"[795, 1689, 52.4]","['명', '명', '%']",[],[],건강체력 기준: 60대 이상 남자(tblId=DT_113_STBL_1012531); 건강체력 기준: 60대 이상 여자(tblId=DT_113_STBL_1012532); 노인체력 기준: 60대 이상 남자(tblId=DT_113_STBL_1012522); 노인체력 기준: 60대 이상 여자(tblId=DT_113_STBL_1012523); 60대 여가활동 참여비율 추이(tblId=DT_113_STBL_1014589),,,판단불가,101,DT_1PB_1013,11,T10,Y,"[Claude 검토] 60대 이상 개인사업자 채무불이행자 수 증가, 통계청 ""개인사업자의 연령별 대출 연체율"" 표로 판단 | 분류축이 2개라 obj_l2 이상 추가 필요할 수 있음: 연령별",,,,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),ABS_TO_ABS,60.0,,KOSIS 응답에 숫자 DT 값이 없음,판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요)
C04759,601,빚 못 갚은 자영업자 중 60대 이상이 가장 많았던 이유,2025-02-16,https://www.chosun.com/economy/economy_general/2025/02/16/JPSR6CUW55HPNKX73PTUAYO4RA,대출 금액 역시 전년보다 2조7080억원(52.2%) 늘어난 7조8920억원을 기록했다.,비율·증감률,비율·증감률; 금액,True,,60대 이상 개인사업자 중 채무불이행자 수는 2만795명에서 3만1689명으로 52.4%가 늘었다.,이수진 금융연구원 선임연구위원은 “고령층은 생계형으로 창업하는 경우가 많아 상대적으로 수익성이 낮다 보니 경기 침체 국면에서 가장 큰 타격을 받은 것으로 보인다”고 설명했다.,"[7080, 52.2, 8920]","['억원', '%', '억원']",[],[],"금융기관예금, 대출 및 어음(2001~2008)(tblId=TX_11001_A031); 현재 사업을 운영하면서 자금조달(금융기관 대출, 임대료 등의 문제 포함)과 관련하여 어려움을 겪는 정도(tblId=DT_154021_N053); 개인사업자의 대출 총괄(tblId=DT_1PB_1001); 개인사업자의 성별 대출(tblId=DT_1PB_1002); 개인사업자의 연령별 대출(tblId=DT_1PB_1003)",,,판단불가,101,DT_1PB_1013,11,T10,Y,"[Claude 검토] 연령별 개인사업자 대출금액 증가(C04758 연결), 동일 표로 판단 | 분류축이 2개라 obj_l2 이상 추가 필요할 수 있음: 연령별",,,,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),LEVEL,2.0,,KOSIS 응답에 숫자 DT 값이 없음,판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요)
C04764,603,빚 못 갚은 자영업자 늘어…'생계형’ 60대 이상 52% 급증,2025-02-16,https://www.chosun.com/economy/money/2025/02/16/3Y7VKQ3MB67CFT6VFWD7V6FDAA,0 지난해 금융기관에 진 빚을 갚지 못한 자영업자가 35% 늘어난 것으로 집계됐다.,비율·증감률,비율·증감률,True,자영업자,,특히 60세 이상 고령층 증가율이 52%에 달했다.,[35],['%'],[],[],자영업자(고용주)의 어려움(tblId=DT_154021_22AA002900); 자영업자(고용주)의 월평균 순수익(tblId=DT_154021_22AA003000); 현 사업 사업자금 조달방법(tblId=DT_43701N_063); 현 사업 사업자금 규모(tblId=DT_43701N_065); 현 사업 준비기간(tblId=DT_43701N_066),,,판단불가,101,DT_1PB_1011,11,T10,Y,"[Claude 검토] 자영업자 대출 연체 증가(35%, C04750과 동일), 동일 연체율 총괄 표로 판단",,,0.98225,2024,0.64963,2023,51.20145313486136,0.3326199999999999,,LEVEL,0.0,0.98225,actual_value 컬럼 사용,불일치,1.0,"claim=0.0, actual=0.98225, 오차=1.000 (허용=0.05)"
C04765,603,빚 못 갚은 자영업자 늘어…'생계형’ 60대 이상 52% 급증,2025-02-16,https://www.chosun.com/economy/money/2025/02/16/3Y7VKQ3MB67CFT6VFWD7V6FDAA,특히 60세 이상 고령층 증가율이 52%에 달했다.,비율·증감률,비율·증감률,True,고령층,0 지난해 금융기관에 진 빚을 갚지 못한 자영업자가 35% 늘어난 것으로 집계됐다.,16일 신용평가기관 나이스평가정보가 국회 정무위원회 소속 더불어민주당 이인영 의원실에 제출한 ‘개인사업자 채무불이행자 현황’ 자료에 따르면 지난해 말 기준 개인사업자(자영업자·기업대출을 보유한 개인) 335만8956명의 금융기관 대출금액은 1122조7919억원으로 1년 새 7719억원이 늘었다.,[52],['%'],[],[],"연령별 경제활동상태(tblId=DT_1DE8031S); 연령/산업별 취업분포(11차)(tblId=DT_1DE8061_11); 연령/산업별 취업분포(10차,~2024)(tblId=DT_1DE8061); 연령/산업별 취업분포(9차,~2017)(tblId=DT_1DE8032S); 연령/직업별 취업분포(8차)(tblId=DT_1DE8063_8)",,,판단불가,101,DT_1PB_1013,11,T10,Y,"[Claude 검토] 60세 이상 고령층 연체 증가율(52%), 동일 연령별 연체율 표로 판단 | 분류축이 2개라 obj_l2 이상 추가 필요할 수 있음: 연령별",,,,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),CHANGE_RATE,52.0,,KOSIS 응답에 숫자 DT 값이 없음,판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요)
C04767,603,빚 못 갚은 자영업자 늘어…'생계형’ 60대 이상 52% 급증,2025-02-16,https://www.chosun.com/economy/money/2025/02/16/3Y7VKQ3MB67CFT6VFWD7V6FDAA,이 중 3개월 이상 연체한 개인사업자는 15만5060명으로 1년 전보다 4만204명(35%) 급증했다.,비율·증감률,비율·증감률; 인원수; 건수·개수; 날짜·시간,True,,16일 신용평가기관 나이스평가정보가 국회 정무위원회 소속 더불어민주당 이인영 의원실에 제출한 ‘개인사업자 채무불이행자 현황’ 자료에 따르면 지난해 말 기준 개인사업자(자영업자·기업대출을 보유한 개인) 335만8956명의 금융기관 대출금액은 1122조7919억원으로 1년 새 7719억원이 늘었다.,"이들이 진 빚은 30조7248억원으로, 전년 말보다 29.9%(7조804억원) 늘어났다.","[3, 5060, 1, 204, 35]","['개', '명', '년', '명', '%']",[],[],"가구소득 변화(1년 전과 비교하여, 19세 이상 가구주)(tblId=DT_1SSIC021R); 가구부채 변화(1년 전과 비교하여, 19세 이상 가구주)(tblId=DT_1SSIC022R); 1년 전과 비교한 체감환경(대기, 13세 이상 인구)(tblId=DT_1SSEN021R); 1년 전과 비교한 체감환경(수질, 13세 이상 인구)(tblId=DT_1SSEN022R); 1년 전과 비교한 체감환경(토양, 13세 이상 인구)(tblId=DT_1SSEN023R)",,,판단불가,101,DT_1PB_1011,11,T10,Y,"[Claude 검토] 3개월 이상 연체 개인사업자 수(15만5060명), 동일 연체율 총괄 표로 판단",,,0.98225,2024,0.64963,2023,51.20145313486136,0.3326199999999999,,CHANGE_RATE,35.0,51.20145313486136,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,16.20145313486136,"claim=35.0, actual=51.20145313486136, 오차=16.201 (허용=0.3)"
